"","ENSG00000049768","ENSG00000094963","ENSG00000096696","ENSG00000100448","ENSG00000115423","ENSG00000133063","ENSG00000134121","ENSG00000159899","ENSG00000165138","ENSG00000172232","ENSG00000175445","ENSG00000178038","ENSG00000179593","ENSG00000196533","ENSG00000228486","ENSG00000230063","ENSG00000254977"
"HD-7",3.44218796603894,3.44218796603894,3.44218796603894,3.44218796603894,3.44218796603894,3.44218796603894,3.81350788824141,3.44218796603894,3.44218796603894,3.96588426726801,3.44218796603894,3.44218796603894,3.44218796603894,3.44218796603894,3.81350788824141,3.96588426726801,3.81350788824141
"HD-8",3.81367388062128,3.44218796603894,3.96611711583541,4.08213992492279,3.44218796603894,3.44218796603894,3.44218796603894,3.44218796603894,3.44218796603894,4.08213992492279,3.44218796603894,3.44218796603894,3.44218796603894,3.44218796603894,3.44218796603894,3.44218796603894,3.44218796603894
"HD-9",3.44218796603894,3.44218796603894,3.44218796603894,3.44218796603894,3.44218796603894,3.44218796603894,3.44218796603894,3.44218796603894,3.44218796603894,3.44218796603894,3.44218796603894,3.44218796603894,3.44218796603894,3.44218796603894,3.44218796603894,3.44218796603894,3.44218796603894
"HD-10",3.85839146584226,3.44218796603894,3.44218796603894,3.44218796603894,3.44218796603894,3.44218796603894,4.65876499160101,3.44218796603894,3.44218796603894,3.44218796603894,3.44218796603894,3.44218796603894,3.44218796603894,3.44218796603894,5.92566405547782,3.44218796603894,3.44218796603894
"HD-11-1",3.44218796603894,4.04770867500622,3.44218796603894,3.44218796603894,3.44218796603894,3.44218796603894,3.44218796603894,3.44218796603894,3.44218796603894,3.44218796603894,3.44218796603894,3.44218796603894,3.44218796603894,3.44218796603894,3.44218796603894,3.44218796603894,3.44218796603894
"HD-13-1",3.91546273418127,3.44218796603894,4.79195694709206,3.44218796603894,4.16091752981455,3.44218796603894,3.44218796603894,3.44218796603894,3.44218796603894,3.71624790327154,3.44218796603894,4.25481901448308,3.44218796603894,3.44218796603894,3.44218796603894,3.44218796603894,3.44218796603894
"HD-14-1",3.44218796603894,3.44218796603894,3.97346304106474,3.44218796603894,3.97346304106474,3.44218796603894,4.48772157234142,4.14209282688867,3.81891123164489,3.44218796603894,3.44218796603894,4.14209282688867,3.44218796603894,4.18939734056773,3.70894882402438,3.44218796603894,3.44218796603894
"HD-15-1",3.44218796603894,3.44218796603894,4.04845923072404,3.44218796603894,3.44218796603894,3.44218796603894,3.44218796603894,3.44218796603894,3.44218796603894,3.44218796603894,3.44218796603894,3.44218796603894,3.44218796603894,3.44218796603894,3.44218796603894,3.44218796603894,3.44218796603894
"HD-16-1",4.22752210601996,3.44218796603894,5.18871979699137,3.44218796603894,4.56856554479309,3.44218796603894,3.89930518571237,3.44218796603894,3.70683885415657,3.70683885415657,3.44218796603894,4.74846025457203,3.44218796603894,4.18359814237038,3.70683885415657,3.70683885415657,3.44218796603894
"HD-20-1",3.44218796603894,3.44218796603894,4.00464973562075,3.44218796603894,3.44218796603894,3.44218796603894,3.44218796603894,5.52158678778794,3.44218796603894,3.44218796603894,3.44218796603894,5.90502449753048,3.44218796603894,3.44218796603894,3.44218796603894,4.6704398104479,3.44218796603894
"HD-22-1",3.44218796603894,3.44218796603894,3.89882440202523,3.44218796603894,3.44218796603894,3.44218796603894,3.44218796603894,3.89882440202523,3.44218796603894,3.44218796603894,3.44218796603894,3.44218796603894,3.44218796603894,3.44218796603894,3.44218796603894,3.44218796603894,3.44218796603894
"HD-34-1",3.85109774707393,4.2520715329991,3.44218796603894,3.44218796603894,3.44218796603894,3.44218796603894,4.01857041738086,3.44218796603894,3.85109774707393,3.44218796603894,3.44218796603894,3.44218796603894,3.44218796603894,3.44218796603894,3.44218796603894,3.44218796603894,3.44218796603894
"HD-39-1",3.93774613118101,3.44218796603894,3.44218796603894,3.44218796603894,3.93774613118101,3.44218796603894,4.0798962950531,3.44218796603894,4.77335565462269,3.44218796603894,3.44218796603894,3.44218796603894,3.44218796603894,3.72923355308936,3.44218796603894,3.44218796603894,3.44218796603894
"HD-40-1",4.50824608081248,3.44218796603894,4.54979102576214,3.44218796603894,3.44218796603894,3.44218796603894,3.75636072977644,4.31900250134222,3.75636072977644,3.44218796603894,3.44218796603894,4.13928728997778,3.44218796603894,3.44218796603894,4.50824608081248,3.44218796603894,3.44218796603894
"HD-45-1",4.45058102073633,3.44218796603894,4.37256655437164,4.07528313237925,3.84450809700223,3.44218796603894,3.72713059674121,4.9824824536136,4.48709071210601,3.44218796603894,4.13462164958727,5.04669278295322,3.44218796603894,4.07528313237925,4.07528313237925,3.44218796603894,3.44218796603894
"HD-46-1",3.44218796603894,3.44218796603894,3.44218796603894,3.44218796603894,4.34200221679842,3.44218796603894,3.44218796603894,4.2342462840149,3.44218796603894,3.44218796603894,4.27189624069442,4.05874528917485,3.44218796603894,4.37485223082974,4.34200221679842,3.69549084480359,3.69549084480359
"Control-2",3.44218796603894,3.44218796603894,3.44218796603894,3.44218796603894,3.44218796603894,3.44218796603894,3.44218796603894,3.44218796603894,3.44218796603894,3.44218796603894,3.44218796603894,3.44218796603894,3.44218796603894,5.22276997671754,3.44218796603894,3.44218796603894,3.44218796603894
"Control-3",3.44218796603894,3.44218796603894,3.44218796603894,3.44218796603894,3.44218796603894,3.44218796603894,3.44218796603894,3.44218796603894,3.44218796603894,3.44218796603894,3.44218796603894,3.44218796603894,3.44218796603894,3.44218796603894,3.44218796603894,3.44218796603894,3.44218796603894
"Control-4",3.44218796603894,3.44218796603894,3.44218796603894,3.44218796603894,3.44218796603894,3.44218796603894,3.44218796603894,3.44218796603894,3.44218796603894,3.78971519284663,3.44218796603894,3.44218796603894,3.44218796603894,3.44218796603894,3.44218796603894,3.44218796603894,3.44218796603894
"Control-5",3.44218796603894,3.44218796603894,3.44218796603894,4.45856329895785,3.44218796603894,3.44218796603894,3.44218796603894,3.44218796603894,3.44218796603894,3.44218796603894,3.44218796603894,3.44218796603894,3.44218796603894,3.44218796603894,3.44218796603894,3.44218796603894,3.44218796603894
"Control-6",3.71060727093483,3.44218796603894,3.44218796603894,3.44218796603894,4.35791172806821,3.44218796603894,3.44218796603894,3.44218796603894,3.44218796603894,3.44218796603894,3.44218796603894,3.44218796603894,3.44218796603894,3.44218796603894,3.44218796603894,3.44218796603894,3.44218796603894
"Control-8",3.44218796603894,3.44218796603894,3.44218796603894,3.44218796603894,3.44218796603894,3.44218796603894,3.44218796603894,3.44218796603894,3.44218796603894,3.44218796603894,3.44218796603894,3.44218796603894,3.44218796603894,3.44218796603894,3.44218796603894,3.44218796603894,3.44218796603894
"Control-9",3.44218796603894,3.44218796603894,3.44218796603894,3.44218796603894,3.44218796603894,3.44218796603894,3.44218796603894,3.44218796603894,3.44218796603894,4.09767177040515,3.44218796603894,3.44218796603894,3.44218796603894,3.44218796603894,3.44218796603894,3.44218796603894,3.44218796603894
"Control-10",3.44218796603894,3.44218796603894,3.44218796603894,3.44218796603894,3.44218796603894,3.44218796603894,3.44218796603894,3.44218796603894,3.44218796603894,3.44218796603894,3.44218796603894,3.44218796603894,3.44218796603894,3.44218796603894,3.44218796603894,3.44218796603894,3.44218796603894
"Control-13",3.69602602507241,3.44218796603894,3.44218796603894,3.44218796603894,3.44218796603894,3.44218796603894,4.57740639227154,3.44218796603894,4.4683696118516,3.44218796603894,3.44218796603894,3.44218796603894,3.44218796603894,3.88072542436478,3.44218796603894,3.44218796603894,3.44218796603894
"Type-Unknown-3",4.16701409435135,3.44218796603894,3.44218796603894,3.44218796603894,3.44218796603894,3.44218796603894,3.44218796603894,3.44218796603894,3.44218796603894,3.44218796603894,3.44218796603894,4.32542303160804,3.44218796603894,3.44218796603894,3.44218796603894,3.44218796603894,3.95738306327384
"HD-17-1",3.44218796603894,3.44218796603894,3.44218796603894,3.44218796603894,3.44218796603894,3.44218796603894,3.44218796603894,3.44218796603894,3.44218796603894,3.44218796603894,4.81348279934654,4.07374279678928,3.44218796603894,3.44218796603894,3.44218796603894,3.44218796603894,3.44218796603894
"HD-18-2",4.02159261104319,3.44218796603894,3.44218796603894,3.44218796603894,3.44218796603894,4.02159261104319,4.02159261104319,4.25626444801438,3.44218796603894,3.44218796603894,3.44218796603894,4.43292170796336,3.44218796603894,3.44218796603894,4.25626444801438,4.57914921976727,4.25626444801438
"HD-21-1",4.11544497866206,3.44218796603894,4.11544497866206,3.44218796603894,4.89868697528399,3.44218796603894,3.44218796603894,3.44218796603894,4.11544497866206,3.44218796603894,3.44218796603894,4.38605659549659,3.44218796603894,3.44218796603894,3.44218796603894,4.58851894970364,4.11544497866206
"HD-24-2",3.44218796603894,3.44218796603894,3.44218796603894,3.44218796603894,3.44218796603894,3.44218796603894,3.44218796603894,3.44218796603894,4.68246663002434,3.44218796603894,3.44218796603894,3.44218796603894,3.44218796603894,5.01421333583066,3.44218796603894,3.44218796603894,4.68246663002434
"HD-25-2",3.44218796603894,3.44218796603894,3.44218796603894,3.44218796603894,4.17692069085299,3.44218796603894,3.44218796603894,4.17692069085299,3.44218796603894,3.44218796603894,3.44218796603894,4.47060900888336,3.44218796603894,3.44218796603894,3.44218796603894,3.44218796603894,4.17692069085299
"HD-26-2",3.44218796603894,4.60464020967844,3.44218796603894,3.44218796603894,3.44218796603894,4.27497227403888,3.44218796603894,3.44218796603894,3.44218796603894,3.44218796603894,3.44218796603894,4.03508405115327,3.44218796603894,3.44218796603894,3.44218796603894,3.44218796603894,3.44218796603894
"HD-27-2",3.44218796603894,3.44218796603894,3.44218796603894,4.20371052944314,3.44218796603894,3.44218796603894,3.44218796603894,3.44218796603894,3.44218796603894,3.44218796603894,3.44218796603894,3.44218796603894,3.44218796603894,4.20371052944314,4.20371052944314,4.50733276949073,3.44218796603894
"HD-29-2",4.02876589064038,3.44218796603894,4.83428318167297,3.44218796603894,3.44218796603894,3.44218796603894,4.02876589064038,3.44218796603894,4.02876589064038,3.44218796603894,4.44488007103093,3.44218796603894,3.44218796603894,3.44218796603894,4.02876589064038,3.44218796603894,4.26621324816555
"HD-30-2",3.44218796603894,3.44218796603894,3.44218796603894,3.44218796603894,3.44218796603894,3.44218796603894,3.44218796603894,3.44218796603894,3.44218796603894,3.44218796603894,3.44218796603894,3.44218796603894,3.44218796603894,3.44218796603894,3.44218796603894,3.44218796603894,3.44218796603894
"HD-31",4.54482424627622,4.2311184739056,4.40267407506336,3.44218796603894,3.44218796603894,3.44218796603894,3.44218796603894,3.44218796603894,3.44218796603894,4.00347634546891,3.44218796603894,4.00347634546891,3.44218796603894,4.40267407506336,4.2311184739056,4.00347634546891,3.44218796603894
"HD-32-2",4.41666745921947,3.44218796603894,4.13766913075395,3.44218796603894,4.13766913075395,3.44218796603894,3.44218796603894,4.13766913075395,3.44218796603894,3.44218796603894,3.44218796603894,4.79639220766429,3.44218796603894,3.44218796603894,3.44218796603894,4.41666745921947,3.44218796603894
"HD-33-1",3.44218796603894,3.44218796603894,5.01760186884253,3.85449936301864,4.1515964144222,3.44218796603894,4.25867959356769,3.44218796603894,4.02333367676289,3.44218796603894,3.44218796603894,3.44218796603894,3.44218796603894,3.44218796603894,3.44218796603894,3.44218796603894,4.25867959356769
"HD-35-2",3.44218796603894,3.91241974298831,3.44218796603894,3.44218796603894,3.44218796603894,3.91241974298831,3.44218796603894,3.44218796603894,3.91241974298831,3.44218796603894,3.44218796603894,3.44218796603894,3.44218796603894,3.44218796603894,3.44218796603894,3.91241974298831,3.91241974298831
"HD-36",3.44218796603894,3.44218796603894,3.44218796603894,3.44218796603894,3.44218796603894,3.44218796603894,3.44218796603894,4.16531395524038,3.44218796603894,3.44218796603894,3.44218796603894,3.44218796603894,3.44218796603894,3.44218796603894,4.16531395524038,3.44218796603894,3.44218796603894
"HD-37-2",3.44218796603894,3.44218796603894,3.44218796603894,3.99871991253576,3.99871991253576,3.44218796603894,3.44218796603894,3.44218796603894,5.11732937327115,3.44218796603894,3.44218796603894,3.44218796603894,3.44218796603894,3.44218796603894,3.44218796603894,3.44218796603894,4.53579424685377
"HD-38-2",3.44218796603894,3.44218796603894,4.75452083005959,3.95281249406391,3.44218796603894,4.56165142357379,4.16064808170672,4.56165142357379,3.44218796603894,3.44218796603894,3.44218796603894,4.31774073490492,3.44218796603894,5.05869334899722,3.95281249406391,3.44218796603894,4.31774073490492
"HD-44-2",3.44218796603894,3.44218796603894,3.44218796603894,3.44218796603894,4.48333683723805,3.44218796603894,4.34856358968301,4.79902030871099,4.18619932134035,3.44218796603894,3.44218796603894,4.7045256293845,3.97116467899317,4.18619932134035,3.44218796603894,3.97116467899317,4.18619932134035
"HD-47-1",3.44218796603894,3.44218796603894,3.44218796603894,3.44218796603894,3.44218796603894,3.44218796603894,3.44218796603894,3.44218796603894,3.44218796603894,3.44218796603894,3.44218796603894,3.44218796603894,3.44218796603894,3.44218796603894,3.44218796603894,3.44218796603894,3.44218796603894
"HD-48-1",3.44218796603894,3.44218796603894,4.18856073145897,3.44218796603894,5.30654040758482,3.44218796603894,3.44218796603894,3.44218796603894,3.44218796603894,3.44218796603894,3.44218796603894,3.44218796603894,3.44218796603894,3.44218796603894,4.70837720199029,4.48657462008685,4.18856073145897
"HD-49-1",3.44218796603894,3.44218796603894,3.44218796603894,3.44218796603894,3.44218796603894,3.44218796603894,3.96616625453005,3.44218796603894,4.34017495409274,3.44218796603894,3.44218796603894,3.44218796603894,3.44218796603894,3.44218796603894,3.44218796603894,3.44218796603894,3.96616625453005
"HD-50-1",4.80751373745497,4.42494068302326,4.14368185237223,3.44218796603894,4.14368185237223,4.42494068302326,4.14368185237223,3.44218796603894,3.44218796603894,3.44218796603894,3.44218796603894,5.20481276835926,3.44218796603894,4.42494068302326,4.63495364821087,3.44218796603894,3.44218796603894
