"","Lung_ge$X","ENSG00000108854","ENSG00000112159","ENSG00000075336","ENSG00000167107","ENSG00000160223","ENSG00000196329","ENSG00000138326","ENSG00000186364","ENSG00000074621","ENSG00000186854","ENSG00000092295","ENSG00000116752","ENSG00000171817","ENSG00000211801","ENSG00000140386","ENSG00000135213","ENSG00000121058","ENSG00000072694","ENSG00000214826","ENSG00000149483","ENSG00000136492","ENSG00000136098","ENSG00000157992","ENSG00000111371","ENSG00000170074","ENSG00000257221","ENSG00000156482","ENSG00000167595","ENSG00000246223","ENSG00000135749","ENSG00000009790","ENSG00000126464","ENSG00000167554","ENSG00000108592","ENSG00000244575","ENSG00000185485","ENSG00000185900","ENSG00000116353","ENSG00000251562","ENSG00000256039","ENSG00000127946","ENSG00000198106","ENSG00000109475","ENSG00000129968","ENSG00000231621","ENSG00000162894","ENSG00000211637","ENSG00000214106","ENSG00000180071","ENSG00000116824","ENSG00000111364","ENSG00000213988","ENSG00000179119","ENSG00000270505","ENSG00000185942","ENSG00000139537","ENSG00000171163","ENSG00000243364","ENSG00000266371","ENSG00000167272","ENSG00000038219","ENSG00000120800","ENSG00000211734","ENSG00000198400","ENSG00000100483","ENSG00000169964","ENSG00000101104","ENSG00000084734","ENSG00000071082","ENSG00000087008","ENSG00000180822","ENSG00000241549","ENSG00000160654","ENSG00000205189","ENSG00000145649","ENSG00000236559","ENSG00000211710","ENSG00000257252","ENSG00000132465","ENSG00000148843","ENSG00000180329","ENSG00000196199","ENSG00000137103","ENSG00000267364","ENSG00000075914","ENSG00000118922","ENSG00000251606","ENSG00000198178","ENSG00000116251","ENSG00000107938","ENSG00000211964","ENSG00000089012","ENSG00000110195","ENSG00000083093","ENSG00000241106","ENSG00000115816","ENSG00000211778","ENSG00000248810","ENSG00000183091","ENSG00000211772","ENSG00000141101","ENSG00000204852","ENSG00000198625","ENSG00000116127","ENSG00000127804","ENSG00000163687","ENSG00000005801","ENSG00000133574","ENSG00000119596","ENSG00000132424","ENSG00000225885","ENSG00000100813","ENSG00000231486","ENSG00000136153","ENSG00000143507","ENSG00000171453","ENSG00000143303","ENSG00000122435","ENSG00000087076","ENSG00000147316","ENSG00000146904","ENSG00000247774","ENSG00000211663","ENSG00000152495","ENSG00000198865","ENSG00000100941","ENSG00000211746","ENSG00000205056","ENSG00000110651","ENSG00000186468","ENSG00000116771","ENSG00000172339","ENSG00000089123","ENSG00000166788","ENSG00000167286","ENSG00000171174","ENSG00000023445","ENSG00000152133","ENSG00000211752","ENSG00000170486","ENSG00000178338","ENSG00000128218","ENSG00000164180","ENSG00000117560","ENSG00000225113","ENSG00000100888","ENSG00000130921","ENSG00000125633","ENSG00000112077","ENSG00000211747","ENSG00000132326","ENSG00000163492","ENSG00000168421","ENSG00000226660","ENSG00000170469","ENSG00000180008","ENSG00000150045","ENSG00000101654","ENSG00000132485","ENSG00000204219","ENSG00000104341","ENSG00000229164","ENSG00000102886","ENSG00000117318","ENSG00000177455","ENSG00000069667","ENSG00000083535","ENSG00000132196","ENSG00000186265","ENSG00000224429","ENSG00000163682","class"
"96","Vumc-NSCLC-49",0.021340424,0.610056765,-0.800441656,-0.590736183,0.747526464,-0.112169907,-1.066772229,-0.482895404,0.602451116,-0.441795512,-0.387771082,-0.03403159,-0.556149829,-0.641953461,-1.550360836,0.273241292,0.046572592,-0.129847755,-0.525137577,0.923435944,-0.573259804,-0.781260386,-0.524717016,0.330774739,-0.691607315,-0.458469519,-1.460611337,-0.595844323,-0.821666084,-0.666150896,-0.977646258,-0.620796363,-0.33837874,-1.113011076,-0.457029186,-0.392836326,-0.689047673,-0.712166335,-0.972453778,-0.746797059,-0.67774992,-0.481178345,-0.914262967,2.01474989,-0.537600212,0.311264924,-0.666206598,-0.724553322,-0.503776814,-0.209766027,-0.667026655,-0.36881779,0.499725341,-0.78197961,-0.403157351,-0.753272827,-0.799639534,-0.380859327,-0.578902789,-1.102685392,0.272030096,-0.798457161,-0.808024508,1.945856785,-0.645795013,1.108411989,-0.738552371,-0.711218053,-1.111610258,-0.810906135,0.733996668,-0.371953619,0.040930817,-0.480554196,-0.171573693,-0.360412996,-0.726959779,1.618765326,-1.030119654,-1.103744072,-0.9534749,0.132626185,-0.601758856,0.170376056,-1.125255401,-0.266623721,-0.508740237,-0.601066434,-1.252588584,1.26725126,-0.687589262,0.417481423,0.724021865,-0.795053131,-0.829330639,0.165485818,-0.641137323,-0.694609681,-0.72665984,-0.20321543,-1.337654097,-0.831291037,0.087491069,-0.213038295,-0.889588208,1.324159178,-0.818059767,-0.524830026,0.044778131,-0.190287073,-0.332939461,-0.278401374,-0.943615063,-0.654465832,1.046475754,-0.930006519,-0.807455388,-0.998982797,-0.387154694,-0.912021597,-0.663776131,-0.356369821,-0.656572983,0.198840788,0.291871982,-0.337952719,0.149668354,-0.37455972,-1.088696318,-1.097542903,-0.457256399,-0.595155979,-0.941100621,-0.985958806,-0.522114498,-0.568456792,-1.289684113,-0.316569346,0.245416303,-0.532087649,-0.690957523,-0.899413468,0.275026543,-0.656805564,-0.586267864,-1.321786547,0.245386957,-0.609560385,0.637830748,-0.794106442,-0.662498566,-0.796096203,0.046339778,-0.57972217,-0.507518477,-0.177515727,-0.039610279,-1.362147009,-0.686711767,-0.720898573,1.774665194,0.051006914,-0.619822044,-0.843881807,-0.987121305,-0.956922519,-0.561978395,-0.843267932,-0.903803178,-0.336940971,-0.758502737,"Lung"
"97","Vumc-NSCLC-57",-0.838687245,-0.15828109,1.078130908,-0.610764368,-0.473172768,-1.410540628,-1.401549005,-0.541610331,-0.573666979,-0.922193295,-0.433325116,0.106227097,-0.592953867,-0.675281974,-1.574450797,-0.857823003,-0.975998756,-0.840056438,-0.576520482,0.345349337,-0.628681204,-0.800320427,-0.575377461,-0.100375146,-0.70582741,-0.504766174,-1.432445984,-0.640267572,-0.839610482,-0.680924241,-0.506588282,-0.664854803,-0.384193066,-1.135295604,-0.514140969,-0.972962253,-0.706477507,-0.729136757,-1.628280647,-0.760144356,-0.693129848,-0.525915344,-1.445760251,2.291730723,-0.586496469,-0.379257527,-0.686238682,-0.737347424,-0.536336447,-0.57310869,-1.082850859,-0.416979688,0.443177169,-0.79655306,-0.462201892,-0.76997272,-0.818706821,-0.42624656,-0.598938691,-1.125510949,-0.610752771,-0.818385326,-0.825799092,-0.561922887,-0.65965673,-0.831843009,-0.158945455,1.734019795,-1.303996461,-0.830201124,-1.052979852,-0.421695122,-1.112277967,-0.52688,-0.386980391,-0.410804461,-0.739520405,0.663847843,-0.554050308,-1.126290241,-0.972939057,-1.783781492,-0.62548328,-0.889113302,-1.147818342,-0.867824599,-0.553437772,-0.621169678,-1.058156223,-0.898304454,-0.708296697,-1.001035855,0.474335995,-0.812162166,-0.845471278,-0.791673338,-0.665599617,-0.710071983,-0.744281351,-0.854690157,-1.362523631,-0.848911741,-0.620390371,-0.779357443,-0.911034962,-0.678685763,-0.836317884,-1.044688791,-0.278615279,-1.615942243,-0.377918641,-1.371594907,-0.963465181,-0.66975943,-0.62528012,-0.951034323,-0.823084716,0.609998708,-0.437123308,-0.932872466,-0.683958495,-0.577360357,-0.692171915,-0.944392502,-1.04083227,-2.067708958,-0.723562134,-0.432556847,-1.110944863,-1.826275339,-0.508446318,-0.625189547,0.791843279,-1.00746111,-0.506854497,-0.587644908,-1.313744052,-0.56532597,-0.77009334,-0.555132096,1.000408546,-0.915198768,-0.546839573,-0.677504686,-0.605760952,-1.346036126,0.076430473,-1.046988251,1.570465519,-0.80973276,0.694344322,-0.815492139,-1.224772294,-0.631216064,-0.558361723,0.223522323,-1.690577848,-0.542639015,-1.236855938,-0.739801488,1.682774466,-1.069581092,-0.640501269,0.027496742,-1.008290185,-0.978454365,-1.351306871,-0.862238672,-0.92355134,-0.382470058,-1.311649991,"Lung"
"98","Vumc-NSCLC-59",1.066577555,0.198201884,0.716735228,-0.675968608,-0.676171389,0.593246959,-0.214527044,-0.635646146,-0.705059707,1.328066983,-0.626044165,0.606941458,0.694076838,0.009178742,0.495776741,0.919027556,1.450531468,0.011318565,-0.652276073,0.848630278,-0.700354236,-0.879006427,0.279203183,1.041865061,0.344688221,-0.674021185,-0.500951355,0.642917972,-0.100756756,-0.204653088,0.46191108,-0.725226821,-0.578013294,0.978508462,-0.684617388,0.22119364,-0.753956393,0.795982476,0.301663456,1.332646335,0.481534868,-0.683470079,-0.078324732,2.118764944,-0.717336546,1.448317961,-0.741225859,0.683509425,-0.610527581,0.793594318,0.960104735,-0.620731465,-1.034873426,-0.852758882,0.547530977,0.794241096,0.927287988,-0.618259947,-0.666004731,0.051109247,0.084431236,-0.244322236,-0.021494954,3.938113817,-0.714187286,0.474172199,-0.825725966,1.349392861,-0.111396319,2.011305451,0.632026605,0.514908148,0.775912295,-0.649467238,0.576090443,-0.623988554,-0.787251429,1.677008528,-0.104557925,0.707834322,0.16654699,0.179177482,1.646426485,0.976358104,-0.109418717,-0.944857909,-0.686708678,-0.686293886,-0.521214216,-0.979772149,-0.765567754,0.885820831,1.193128409,1.69274927,-0.333446789,0.741727015,-0.725580993,-0.766667407,-0.815771858,0.734410156,-0.672420145,0.186594464,0.05335545,-0.854433227,1.110688793,-0.738657857,1.01634997,-0.066959458,0.069159188,0.390147705,-0.568205735,-0.144034893,-1.04310064,-0.731020909,-0.705309011,-0.395532616,-0.272353621,1.159402652,-0.595363519,0.399472767,0.039612273,0.534696231,-0.771652316,0.897294897,-0.429989661,-0.60020642,1.086961962,-0.677917139,0.865113013,-0.800217483,-0.645805034,-0.678841728,0.194322458,0.654891322,0.644798664,-0.655413935,0.379300673,-0.997287207,0.473906297,-0.620189023,-0.775185852,-0.340983851,1.232561406,-0.735644617,-0.672555421,0.409821682,-0.025132102,0.955439041,2.288363552,-0.274754628,-0.731869196,0.902179281,0.627734681,-0.722773281,-0.674138133,0.274075513,0.572666428,-0.287595486,0.290335572,0.930054922,2.083450531,0.787752528,-0.704316903,-0.940300201,-1.095656253,0.420462449,-1.125396447,1.242429794,-0.056797885,-0.57508357,0.172995704,"Lung"
"99","MGH-NSCLC-L01-TR458",-0.851650081,-1.09962352,-0.832248952,-0.624944315,-0.507050727,-0.419991711,-0.460214131,-0.582289162,-0.608589892,-0.936795054,0.641614679,-1.415772368,-0.618541589,-0.683084403,0.459419475,-0.869305938,-0.989185638,-0.851776458,-0.59435555,-1.002714754,-0.643909356,-0.813686817,-0.607688681,0.522090543,-0.715615947,-0.537452911,-0.778979055,-0.671631632,-0.85206198,-0.691122747,-0.321331327,0.324684234,-0.416539264,1.055039852,-0.55446349,-0.98718157,-0.714989979,-0.740957218,0.024116061,-0.769276243,-0.703799562,-0.557500919,-0.4762538,1.767940865,-0.621018597,-1.333660818,-0.69802605,-0.746092953,-0.549195602,0.452178288,-0.719967315,-0.450983339,-0.972159712,0.399491151,-0.503888994,1.638528514,-0.832047891,-0.458291219,-0.610310061,-1.141509659,0.556001707,-0.832398505,-0.838135659,0.952542768,-0.669231048,-0.841518959,-0.767922908,-0.260309264,-0.241627437,-0.843692574,-1.066496877,-0.456814018,-0.480352367,-0.559587316,0.062491172,-0.446382249,-0.74809687,-0.782496957,-0.707731105,-0.34603908,-0.418436403,-0.911599683,-0.63840248,-0.901116517,-0.706145828,-0.88109816,-0.584995485,-0.635387661,-0.488221796,-0.912297106,-0.72130393,0.605425297,-0.716011668,-0.824019227,-0.856593154,-1.236176963,-0.678773185,1.575695839,-0.756573388,-0.185747211,-0.152874377,-0.861123303,-1.269252138,-0.792197842,-0.926088701,-0.689117068,-0.84902367,-0.409422482,1.077192482,-1.882070215,-0.409675203,0.05484041,-0.072428872,-0.68038457,-0.656229347,-0.965781469,-0.833839715,-1.035172594,-0.472402551,-0.947503815,-0.696816984,-0.010877078,0.147470649,-0.959418279,-1.055706282,0.369486163,-0.733312368,-0.473504444,-0.007848965,-0.900102177,-0.544587836,-0.637360103,-0.094358887,-1.022533338,0.001282756,-0.60121201,-1.330594911,0.260263091,-0.77794733,-0.568206078,-0.719464337,-0.926017907,-1.040048178,-0.691070828,-0.619553284,0.298321564,-0.095231015,-1.062155795,-0.801258901,-0.820495585,-0.690579718,-0.82915256,0.321026553,-0.667572197,-0.59425848,-0.973908371,0.153183803,-1.00522912,-2.017850438,-0.290731787,1.306084278,-0.15939299,-0.653427122,-0.876290487,0.875869038,-0.993583624,-1.368153591,-0.875469369,-0.93731771,-0.414614871,-0.282991362,"Lung"
"100","MGH-NSCLC-L03-TR488",-0.937269346,-1.202754802,-0.919585569,-0.694022623,-0.693528094,-0.26443057,-0.273150909,-0.651309787,-0.717220487,-1.036122146,-0.663421563,0.767876682,-0.698072638,-0.731254778,0.196418474,-0.942825638,-1.074706229,-0.927305039,-0.665176884,-1.099057614,-0.712910575,-0.904319034,-0.671566792,-1.510420803,-0.777785991,-0.682809811,-0.722741026,-0.72956305,-0.933272033,-0.756406013,0.34929908,-0.739408331,-0.63463062,-1.257091352,-0.702697021,-0.143739391,-0.767878824,-0.8191201,-0.354846545,0.56971952,-0.773386319,-0.695266717,-0.504366456,1.968460811,-0.728713951,-0.336547999,-0.756867074,-0.800428681,-0.625846557,-0.68919937,0.15007459,-0.683639311,-1.058274233,-0.869455435,-0.610146684,-0.856944153,-0.921764117,-0.641192123,-0.687625827,0.510759131,0.308316452,-0.9283762,-0.918742275,-0.643910393,-0.730749531,-0.901830612,-0.847579762,-0.832359682,-0.417259578,0.815097225,0.544258673,-0.693831653,-1.229428194,-0.659434694,0.017236576,-0.694974104,-0.801198437,-0.846946883,-1.554276048,0.599430156,0.238097809,-0.324635451,-0.69946439,0.970735471,-1.268541846,-0.213342259,-0.697405177,1.077144687,-0.503252554,0.285184932,-0.781573641,-0.177375463,1.428053094,-0.901104795,0.213175202,0.057861089,-0.739230437,-0.783665876,-0.838277549,-0.031873034,-0.3825415,-0.940525213,0.339731693,1.182579911,-1.028528242,-0.757168984,-0.93283673,-0.029383171,0.212964412,-0.46432626,-0.629093254,-0.998470846,0.098632385,-0.750020449,-0.716581518,-1.065896971,-0.902118754,-0.784714307,-0.608847836,-0.134648942,-0.756491648,-0.418017967,-0.794965832,-1.062046924,0.452258336,-0.185760436,-0.795019148,-0.732413054,-1.231079107,-0.768144054,-0.655636506,-0.691671795,0.204994279,-0.759195858,-0.674293947,-0.670553359,-1.118663794,0.527132586,-0.825829941,-0.639010667,-0.796086687,0.516106149,0.157313763,-0.751845328,-0.689807665,-1.477201446,-0.095811337,-1.164748339,-0.905163661,-0.889030791,-0.746770352,-0.923312522,-0.253597996,-0.734212334,-0.683352854,-0.093930114,0.131903436,0.568439816,-0.822016281,-0.844409394,0.759181283,-0.61698039,-0.723319597,-0.964602347,-1.123782364,-1.097039335,-0.36608968,0.429968768,-1.028705153,-0.628239362,-0.306598113,"Lung"
"101","MGH-NSCLC-L07-TR459",-0.883724888,-1.137519532,-0.864752339,-0.652617549,-0.592787877,-0.19078035,-1.261433443,-0.609460964,-0.682168866,-0.973364185,-0.54688308,-1.458250122,-0.652674136,-0.70181331,-1.159588476,-0.897324247,-1.021541538,-0.880456667,-0.625252258,-1.038616251,-0.675456314,1.626537048,-0.636681864,-1.443579604,-0.73941844,-0.620175359,-0.963096756,-0.702693474,-0.882700594,-0.716017258,0.167195348,-0.706446366,-0.49839989,-1.190035463,0.598515342,-1.02238212,-0.735483018,-0.770213807,-1.110735508,-0.791288174,-0.73004922,-0.637436586,-0.670529447,1.731493039,-0.698706409,-0.062547629,-0.72064247,-0.767146282,-0.581813335,-1.436281882,-1.137008799,-0.537038587,0.812317999,-0.830761712,-0.562079264,-0.810019007,-0.86530275,-0.539388719,-0.155276897,-0.027390082,0.405654597,-0.867599818,-0.868509051,3.556367554,-0.692631693,-0.864845246,-0.79775168,1.787046277,-0.881864834,-0.877287454,0.516997011,-0.54569169,0.430237161,-0.630520434,-1.10333586,-0.536421268,-0.768710519,1.680924761,-0.321459103,-1.181637571,-1.019645608,-0.899372715,-0.666608982,0.883522146,-1.202662136,-0.913972231,-0.664860639,-0.664858539,-1.07706997,-0.947037973,-0.744487424,-1.054270325,-0.74088972,-0.853147579,-0.883684255,-1.277289444,-0.707460973,-0.744404276,-0.787065339,-0.225442841,-0.149065544,-0.891123466,-1.307675061,-0.824166206,-0.96379963,0.798847167,-0.880433893,-1.400222393,0.504096921,-1.29669868,-0.490043597,-0.890164802,0.538448896,-0.70658084,-0.690202343,0.950992071,-0.859983917,-1.072466008,-0.561686022,0.581354056,-0.719732133,-0.104002469,-0.74186838,-0.997119631,-1.092623281,-0.30753704,-0.756983387,-0.577133189,-1.165277032,-0.984924808,-0.623124727,-0.661818406,-1.013109486,0.900505558,-1.172475148,-0.635557795,-0.157860669,-1.363752335,-0.796689612,-0.59616038,-0.74829085,0.48441849,-1.077064438,-0.714375735,-0.650155444,0.592222761,-1.281817713,-1.100053157,0.292208328,-0.846694198,-0.712220366,-0.863556212,-1.282176328,-0.705941707,-0.655501812,-1.00190355,-0.403096382,-1.447976502,-0.026974192,-0.786553346,2.155986473,-0.501602128,-0.679792253,-0.909278661,0.81651862,-0.64264687,-1.071186113,-0.908287016,-0.97144163,0.605323982,-0.941241234,"Lung"
"102","MGH-NSCLC-L11-TR477",-0.904418642,0.933314309,0.668616301,-0.668712611,-0.649813095,0.075275157,-0.01043254,-0.62739564,-0.700074539,0.07954954,-0.601020619,-0.421319505,-0.670220778,-0.713461157,0.054305368,1.510404862,-1.042212643,-0.898716097,-0.645727531,0.034455685,-0.695214268,1.179576086,-0.655095294,-0.157803602,-0.754452294,1.03805252,-0.173128745,-0.713364109,0.467456131,-0.731806746,0.341778976,0.703628357,-0.552846766,-1.215658115,-0.67652617,-1.045118571,-0.748272331,0.720272448,-0.366446419,-0.805046644,-0.216941222,-0.678632476,-0.038970894,1.652254904,-0.712660177,-0.180251097,-0.734872207,-0.780285226,-0.603541787,0.008710949,0.776612442,-0.594275378,-0.50156769,-0.845972064,-0.580305596,0.531480086,0.045704223,-0.593328028,-0.657463595,-0.173209385,0.124121149,0.897089818,-0.887991693,-0.619380736,-0.707505556,-0.879428795,-0.817000222,0.782937452,-0.023880785,1.070378214,0.666616236,-0.604805721,-0.712412113,-0.645366416,-0.461289674,-0.596307731,-0.781550797,-0.050342979,-0.120022841,0.182349314,0.014963274,-0.257620866,-0.679536492,-0.949173721,0.855812775,-0.935217412,-0.682309131,1.57552321,-0.13739888,-0.96954629,-0.759062728,-1.0791472,0.066095595,-0.871780858,-0.900835181,0.208411029,-0.720006608,1.623248357,-0.806805748,0.045576281,1.052613983,0.811750846,-1.055015594,0.268532406,0.079594212,0.076104927,0.664324173,0.266324648,0.42454651,-0.431349284,-0.543497966,0.349581536,0.020492817,-0.723411499,0.684167823,-0.62125985,-0.87649358,0.357154792,-0.589168948,-0.365398863,-0.734163523,0.181922562,-0.762354269,-1.021888586,-0.67804479,-0.128655707,-0.771905321,-0.646058407,-0.2504077,-0.146375026,-0.638675925,-0.673603674,-0.388079557,0.710905156,-0.821173631,-0.649276629,0.205228332,0.104699527,-0.808265981,-0.612685707,-0.76681273,0.098153002,-1.101102912,-0.729073276,-0.665605119,0.355654368,0.099693173,-1.124821602,-0.305603279,-0.863265429,-0.725808776,-0.886269514,0.120866999,-0.718072818,-0.670335524,0.011865101,0.302906774,-0.262130198,-0.15903173,-0.80858609,0.707339462,-0.228479262,-0.696690026,0.392982123,0.082054837,-0.678744576,0.634089151,0.431416609,-0.52317199,-0.550073728,-0.033034967,"Lung"
"103","MGH-NSCLC-L12-TR478",-0.746515757,0.250337469,0.471342242,-0.458471657,0.931452716,-0.163276092,0.340493957,-0.257836103,-0.334603671,-0.315865683,-0.213158604,0.853956812,0.901045137,-0.480698746,0.385773725,0.48525791,0.926251808,-0.754656143,-0.328182541,0.713895022,-0.360824874,0.835999925,-0.330531229,0.283194413,-0.558677688,-0.28101051,-0.389154587,-0.425566237,-0.750027642,1.842111339,0.354985105,-0.436792276,-0.162768541,0.418294092,-0.238114871,1.038202876,-0.524961883,0.896035667,1.024370894,-0.625278435,1.145015357,-0.309697632,-0.012952576,1.1383576,-0.350176709,0.0452885,0.509029711,-0.584102576,-0.327908116,-0.676211571,0.231073022,-0.184209144,1.379818671,-0.690599855,-0.176834613,-0.685185445,0.84093313,-0.206886211,-0.479609324,0.996242503,0.410140305,-0.205200389,-0.737068428,0.504374047,1.472717208,0.187483061,-0.670049062,-0.639297956,0.026372012,-0.11893008,0.651739617,-0.181290214,-1.008541714,-0.302983457,0.350978032,-0.167258229,-0.576569984,0.400938414,1.091188088,0.227259173,0.664761195,0.554161873,-0.424298205,-0.052593994,1.152714377,1.186690476,-0.337410792,2.15482654,-0.134113188,1.13095315,-0.533364253,-0.894842114,0.453636876,0.020483652,-0.763607736,1.056630762,-0.446147749,-0.581694521,-0.654845269,0.108018096,0.554353918,-0.760654361,0.274678965,-0.689081235,-0.806426515,0.709576739,1.145918684,0.178627752,0.540089126,0.575249638,-0.160530448,0.460092413,-0.18968938,-0.556612155,-0.413418502,-0.848246194,-0.742754628,1.046990326,2.688429814,0.415832945,-0.514317902,0.261633434,-0.49769152,-0.840290287,0.704196202,0.589978496,-0.59009143,-0.152251811,0.240821074,-0.473004288,0.990029373,-0.42129268,0.132065876,0.812024805,-0.066882022,-0.409800246,0.915067582,0.287406109,-0.589787898,-0.403912137,-0.590409488,0.094240424,-0.920055514,-0.524579471,-0.427509166,0.261161318,0.650886222,0.993057125,-0.680151996,-0.728738653,0.437976133,-0.721518186,0.226041659,-0.382341706,-0.312632001,0.524689526,0.429625472,0.227018361,0.454085432,-0.648124801,1.08772224,-0.224971604,-0.495812917,-0.768480385,0.148781583,-0.873591987,0.520983825,-0.768478321,-0.825834728,-0.162424114,0.162613886,"Lung"
"104","MGH-NSCLC-L18-TR479",-0.936649975,-1.201983318,-0.918946303,-0.693548264,-0.693300913,-1.547958953,-1.491548153,-0.651051467,-0.716905394,-1.035381669,-0.663181908,-1.22460152,-0.697547564,-0.730927156,0.186121821,-0.942308476,-0.57886396,-0.926770545,-0.66484151,-1.098353731,-0.712584909,0.278219139,-0.671263785,-1.50963466,-0.777352163,-0.682583407,-1.490219342,-0.729265924,-0.932691366,-0.75594769,-1.111286286,-0.739039521,-0.634459316,-0.080011837,-0.702426702,-0.627673477,-0.767517044,1.265115924,-0.655399982,-0.82578314,-0.772888455,-0.694961135,-1.543221241,2.161150875,-0.728419698,-0.608694206,-0.756459191,-0.800056975,-0.625445602,-1.505967768,-1.202658109,-0.683414348,-1.05765868,-0.869020216,-0.609572311,-0.85640562,-0.921102991,-0.641007522,-0.687050632,-1.249181638,-0.483083744,-0.927656313,-0.918164464,1.202405771,-0.730315504,-0.901416722,-0.847002808,1.300490775,-1.525383367,0.379304799,-1.152724971,-0.693633444,-1.228661589,-0.659177082,-1.544458702,-0.693067137,-0.800836308,0.308078606,-1.553353068,-0.905288714,-1.073837474,-0.078175955,-0.69909546,0.090170297,0.099372486,-0.968394,-0.697128668,-0.702268294,-1.516544656,-1.004762469,-0.781156395,-1.118540656,-0.781114139,-0.9005548,-0.927031427,-1.346211675,-0.738875837,-0.783221675,-0.83768244,-1.898339382,-1.495785335,-0.939958547,-1.372759576,1.25046384,-1.027764572,-0.287968198,-0.932230361,-1.512981735,-1.517440931,-0.344762629,-0.628903011,-1.500989752,-1.06721807,-0.749519954,-0.716289842,-1.065151969,-0.901642271,0.464441437,-0.608650923,-1.046291409,-0.756077342,-1.063273389,-0.794349909,-1.0612793,0.327012232,-0.534269601,-0.794589934,-0.73194725,-0.219047695,-1.687737515,-0.655406075,-0.691338404,-1.07458879,-1.123857923,-0.96167762,-0.670158007,-1.443706261,-1.434092464,-0.82550788,-0.638513263,-0.795536244,-0.993373719,-1.138844947,-0.751422424,-0.689355138,-0.288877401,-1.349122467,-0.593108233,1.17728419,-0.888551185,-0.746382098,-0.922601659,-1.351034673,-0.733916432,-0.683115197,-1.046230936,-1.82835805,-1.520756444,-0.606197931,-0.843723394,1.897550984,-1.695820842,-0.722819821,-0.963959908,-1.123034058,-0.736172087,-0.43105504,-0.962783865,-1.028039892,-0.628069151,-1.59517139,"Lung"
"105","MGH-NSCLC-L19-TR461",-0.920653035,-1.182205315,0.885941543,-0.681258423,-0.687328643,-0.912370079,-0.589830881,-0.64173208,0.853883666,-1.016383704,-0.644552367,-1.508016738,-0.683985431,-0.722360992,0.217905378,-0.928876796,-1.058319214,-0.912905491,-0.656084989,0.674000251,-0.704067613,0.883502697,-0.663337507,0.27701786,-0.76606579,-0.67663302,-1.258402044,-0.721481932,-0.917658398,-0.744036633,-0.832683904,-0.729412719,-0.596627251,-0.90462825,-0.690578231,-0.594947904,1.43905689,-0.803929642,-0.538154476,-0.129800321,1.258202622,-0.686961907,-0.975593228,1.992764017,-0.720708145,-1.425761999,-0.745833584,-0.790349191,-0.615028375,-0.330568581,-0.082541633,-0.640299219,-1.04172454,-0.857679067,-0.594900379,-0.842461992,-0.90409748,-0.63614388,-0.672283631,0.09764831,-0.256353683,-0.90920979,-0.903215003,-0.6315059,-0.71904926,-0.890614158,-0.832107399,-0.8145402,-0.811865183,-0.916409018,-0.084703415,-0.652339044,-0.078036648,-0.652422447,-0.971640488,-0.644462162,-0.791372898,0.366516422,-0.735731861,-1.228073502,-1.057535016,-0.048491993,-0.689476223,-0.102999688,-0.128244831,-0.951912505,-0.689879596,-0.691115682,-0.963115249,-0.987259221,-0.770284099,-1.098882494,-0.769065259,-0.886311426,0.006584377,-0.280982415,-0.729612882,-0.771667495,-0.82233617,-0.891070462,-0.250599118,-0.925284431,-1.352828132,0.836768508,0.261560905,-0.744076286,-0.916572612,-0.917703736,-1.495531534,-1.042739522,-0.586480379,-0.119254282,-0.554067686,-0.736577641,-0.708648411,-1.046030729,-0.889247046,-1.116231017,-0.599921381,-1.027253583,-0.745287659,-0.195419176,-0.778456315,-1.041596912,-1.135390031,-0.314940591,-0.783416532,-0.701480859,-1.210491785,-1.272160301,-0.649355426,-0.682630957,-1.055820863,-1.104401917,-0.143841621,-0.659869293,-1.421996741,-1.412729697,-0.817069303,-0.625680862,-0.781299614,-0.981173812,-1.120063085,-0.740413658,-0.677616462,-0.489330814,-0.90381857,-1.144452888,1.229938959,-0.87608168,-0.736261601,-0.904412948,-1.33002741,-0.726162697,-0.6768743,-0.42911856,-0.654188722,0.319433606,-1.170693067,-0.82615073,1.293037873,-0.553818792,-0.709880783,-0.462460345,-1.103824197,0.831286218,0.494210911,-0.94625638,-1.010883826,-0.593581637,-1.030662351,"Lung"
