"","Breast_ge$X","ENSG00000077238","ENSG00000135213","ENSG00000183426","ENSG00000211801","ENSG00000102886","ENSG00000171291","ENSG00000141956","ENSG00000171817","ENSG00000204219","ENSG00000112983","ENSG00000197497","ENSG00000139537","ENSG00000007312","ENSG00000186481","ENSG00000251606","ENSG00000143753","ENSG00000171174","ENSG00000157992","ENSG00000211810","ENSG00000171135","ENSG00000112159","ENSG00000166971","ENSG00000103599","ENSG00000270505","ENSG00000139291","ENSG00000132879","ENSG00000129968","ENSG00000110274","ENSG00000160223","ENSG00000211710","ENSG00000249859","ENSG00000231113","ENSG00000211746","ENSG00000225113","ENSG00000211898","ENSG00000198821","ENSG00000109063","ENSG00000225405","ENSG00000146904","ENSG00000129277","ENSG00000211734","ENSG00000009790","ENSG00000253701","ENSG00000073712","ENSG00000105426","ENSG00000226660","ENSG00000245164","ENSG00000162729","ENSG00000109133","ENSG00000198625","ENSG00000211752","ENSG00000196126","ENSG00000152495","ENSG00000183878","ENSG00000131914","ENSG00000094963","ENSG00000143119","ENSG00000100813","ENSG00000117560","ENSG00000184730","ENSG00000185485","ENSG00000116824","ENSG00000214900","ENSG00000075914","ENSG00000112077","ENSG00000243536","ENSG00000122435","ENSG00000131797","ENSG00000164180","ENSG00000157554","ENSG00000196329","ENSG00000176248","ENSG00000196199","ENSG00000141040","ENSG00000213553","ENSG00000162894","ENSG00000146285","ENSG00000129824","ENSG00000116251","ENSG00000082293","ENSG00000204252","ENSG00000246223","ENSG00000100941","ENSG00000170486","ENSG00000204852","ENSG00000154620","ENSG00000211772","ENSG00000239855","ENSG00000211689","ENSG00000172116","ENSG00000104067","ENSG00000069667","ENSG00000135749","ENSG00000211747","ENSG00000169964","ENSG00000160654","ENSG00000128016","ENSG00000181894","ENSG00000186854","ENSG00000167664","ENSG00000128218","ENSG00000154814","ENSG00000263264","ENSG00000147168","ENSG00000251562","ENSG00000241859","ENSG00000134539","ENSG00000120725","ENSG00000089012","ENSG00000241106","ENSG00000267364","ENSG00000132424","ENSG00000186265","ENSG00000117318","ENSG00000132915","ENSG00000111863","ENSG00000134545","ENSG00000122986","ENSG00000163492","ENSG00000198692","ENSG00000130921","ENSG00000104689","ENSG00000099260","ENSG00000167286","ENSG00000219481","ENSG00000175899","ENSG00000132485","ENSG00000145649","ENSG00000110651","ENSG00000151414","ENSG00000057252","ENSG00000177455","ENSG00000168421","ENSG00000229308","ENSG00000229164","class"
"41","HD-34-1",0.627438398,0.86101351,2.530971571,0.122030312,-0.077430116,-0.656400085,-0.765525241,1.18880544,-0.473173851,-0.194757119,-0.769190733,0.599834283,-0.090914268,1.144605447,-0.672383965,0.250336567,-0.638247876,0.427256869,-0.757808512,0.301798867,0.187330005,0.234972393,1.302555559,-0.828219045,-0.141086789,0.694192665,0.207508142,0.221797696,0.639716751,0.06641322,-0.097981721,-0.71542871,-0.786953026,1.108378732,-0.048189328,0.140331724,0.103174994,-0.751481692,0.581649043,0.718593052,-0.895874397,-0.096685342,-0.051514926,-0.612911238,0.179721495,-0.672257524,-0.650283194,-0.78477491,1.310094006,0.252646317,-0.806536586,-0.274534347,0.253494071,1.729654199,0.939853765,1.566614463,-0.534518097,0.248144519,1.966046213,-0.023636198,-0.633055719,-0.189679897,1.445739507,0.363956595,0.97134748,1.092471515,0.783569091,-0.787614145,-1.185375387,-0.569216446,-0.191421041,0.796806571,0.154951582,0.241327426,-0.586514344,0.208182728,0.607199386,1.000459641,-0.403148524,-0.818886043,-0.321908971,0.586371435,0.005443514,1.680401525,0.042400015,1.388627428,-0.241804315,0.453267396,0.553290163,-1.062696467,-0.661614865,-0.466779645,0.254376986,-0.244911704,-0.866908314,-0.326769171,-0.000958366,-0.766602134,0.000632809,-0.955626189,-0.231580236,-0.587831541,0.385851744,-0.23173482,-0.129712595,2.168800334,0.220637529,-1.105142993,-0.202231394,0.133270946,0.322372341,0.202675312,0.509921284,-0.569585283,1.360352363,-0.835382468,-0.114546703,-0.029376894,0.130578658,1.273414193,-0.46218868,-0.037733306,0.370148314,-0.313149173,1.083553442,1.530954067,-0.433159434,0.250554934,0.031593238,-0.026045354,0.463500519,-0.07945934,-0.761558426,0.953073742,0.003754932,"HC"
"42","HD-39-1",0.337400495,1.79312064,0.49575919,0.817455385,0.895471807,1.807036638,1.031270774,-0.753004513,0.934960825,0.571158805,1.988791842,1.687455822,0.82569831,1.624264863,0.609850695,0.712314668,-0.760549836,2.00115708,0.288452389,0.412394422,0.630505499,1.232681019,-0.716161836,0.28477159,0.734016881,1.517040098,-0.996671305,0.785882195,-0.716565667,-0.379282622,2.240990255,1.761597745,1.160739147,-0.781490888,0.547254952,0.776801464,-0.282445174,0.263357384,-0.787440141,1.361470598,0.793355116,1.094877639,0.71932182,-0.717056345,-1.35511088,1.191973056,1.474510976,1.164715203,0.515275163,1.257793054,0.02405451,0.516847092,1.658123826,-0.812934706,-0.823738773,-0.748954804,0.778767252,0.961265516,1.869241271,-0.885197627,0.872941946,0.956478294,-0.707733779,0.673263638,-0.159759288,1.991519942,1.442956311,-0.330193418,1.094169161,-0.675898895,0.829985883,1.587108055,1.176383538,1.602006682,1.478887982,0.300447935,1.251776576,-0.539089301,0.775818824,1.236260769,0.304044263,1.782269992,0.583562409,2.028835605,0.725015455,-0.725846891,1.326957768,-0.770852647,1.342608074,1.334772798,-0.786743361,-0.160139393,1.01437029,1.077498739,-0.227682864,1.185494727,-0.773863695,-0.362856028,1.388674529,0.023242141,-0.062032737,1.445923494,0.808949003,0.945681095,0.938160069,-0.778546985,0.757509352,0.453742788,1.535225732,1.329987922,1.96362933,1.022247146,1.344658242,1.247340275,-0.760632318,1.607104844,-1.27998115,0.251186553,1.650959602,-0.890105173,1.230711219,0.685518403,-0.680427878,1.051810683,0.717711811,-0.926406515,0.745034879,1.058108258,0.753165148,-0.148138532,-0.522178004,0.931322377,1.155791125,-0.681463633,1.352758785,"HC"
"43","HD-40-1",0.695213234,0.914547726,-0.669134502,-0.777520615,1.934500427,-0.722256621,2.31640482,0.359619637,0.968884741,0.608571612,-0.858106224,0.498311077,0.927311453,-0.163828398,0.858550974,0.813934214,-0.726830879,0.050266574,-0.840975623,-0.114406969,1.085686228,1.444246115,-0.682620966,0.496100005,0.651581181,-1.021531681,-0.050354413,0.483104776,3.132838203,1.016189147,0.795779972,2.116850829,0.718412065,-0.743273075,0.956881253,-0.561502099,2.077129018,-0.824608225,2.386944926,0.420713147,-0.990429846,0.849651045,2.016944026,-0.6914723,-1.27903718,-0.044149164,0.234343969,0.554684993,1.022690679,1.068034244,-0.249394234,0.794118218,1.289820824,-0.750265366,-0.769715897,-0.71982574,0.2265536,0.887674866,-0.792477136,1.661291515,1.516873254,0.291805847,2.471427872,0.820151382,-0.77467857,1.786524766,1.063017615,-0.489209914,0.162985872,-0.651195204,0.28214061,1.802079136,1.020246219,-0.850735753,0.063959285,0.253059709,0.505500174,-0.596836963,0.467591414,0.803845479,1.381812714,0.858817896,0.627624565,1.962914634,0.557867068,-1.069459835,0.905952839,1.410068731,1.083574377,0.848796533,-0.752277238,0.739135101,2.169190958,0.300994807,1.451400418,0.564167574,-0.66266485,0.217940685,1.151236026,1.061270304,-0.533015931,0.526557813,0.36143521,0.513943671,0.539511951,-0.746537545,0.298637801,0.709809342,0.702534315,0.24685138,1.067402962,1.131265981,0.953359145,1.042275121,-0.733538398,0.81207895,-0.199388743,0.861737047,1.388265385,-0.829213425,0.367159676,-0.822456014,-0.648924757,0.7679867,1.240132918,-0.869919487,0.486141654,0.364856559,0.967138881,-0.663077134,0.296423742,1.401833468,0.870877913,-0.642285368,0.768502066,"HC"
"44","HD-45-1",1.942815159,1.257742236,0.394447491,1.705273379,0.343572294,1.973579488,2.369615832,1.668891,1.786409748,1.58330173,0.355830886,1.790370344,1.361121804,-0.153351267,0.50570246,2.080846371,0.369677287,1.548862399,2.486971296,1.553434402,1.572253929,1.26114998,-0.729684688,1.033281215,2.152411172,1.636656802,-0.799393923,0.425303009,-0.724209306,1.278814283,2.027396623,0.217470975,1.811885016,-0.368688644,1.491217967,1.620176169,1.454262044,0.167734894,2.52993772,0.743523442,1.63969137,1.659253647,0.759535789,-0.727140569,-0.662624214,2.281928542,1.77987621,2.096719768,1.820849647,0.850098557,1.336826516,1.295054972,1.832102485,2.247721813,-0.84689484,-0.76053136,1.652702126,1.054260227,2.335406915,1.522996039,1.450508557,1.612432939,1.235771969,1.038910557,-0.862947304,1.93636315,1.7135708,2.562345726,1.531914848,-0.685645165,1.57608095,2.40816217,0.8316835,1.249681046,0.307485232,1.621098931,1.48227586,1.756660178,0.462508145,1.689468781,2.017978789,1.417124136,0.989658788,1.23226081,1.284850516,0.922048082,1.431456367,0.658154022,1.242191285,1.525926563,-0.800594883,1.147450277,2.150248237,1.442905655,1.242606559,1.289320967,0.959725282,0.722831169,1.557109951,1.298828106,0.066801649,1.427505227,1.850373735,1.586303761,0.405694385,0.824519197,1.461503345,1.557811506,1.767232659,1.60738015,0.870426674,0.906252268,1.682541954,1.417863764,-0.264266453,2.211428772,1.512827916,1.473859326,0.730672563,1.32237835,0.696631814,1.685069133,-0.693101641,1.083999855,1.194160669,-0.950559377,1.275514575,1.085366958,0.884142372,-0.146502929,2.302339189,0.889703103,1.658307345,0.347671769,1.596656153,"HC"
"45","HD-46-1",1.17475841,0.88317832,0.925627278,0.866428575,0.561666319,1.234348925,1.251701259,0.585436497,0.800602921,1.424333606,0.555469367,1.498172858,1.20524133,0.302853051,0.834344796,1.777878084,1.084511547,1.155805943,0.80728778,1.005671124,1.223897015,1.408165748,-0.749338547,0.634903194,1.141492463,2.095769304,-1.52339544,0.930545016,1.024754535,-0.50404499,1.338421075,1.547522784,1.210088747,-0.438232468,0.575449591,1.206203915,1.004736948,-0.87474929,-0.145409784,1.520277109,0.302876027,1.502767334,0.306654333,-0.229968212,-1.437997068,0.617999749,1.178390821,0.857963379,1.431830734,0.781095454,0.767676465,1.775750922,1.783994866,2.024294243,-0.882254086,-0.77718255,1.635975227,0.795805355,1.633248014,-0.550339668,1.789085617,1.30762143,1.210480722,0.964575366,0.267967367,-0.387032058,1.137917672,0.291157771,1.752918397,-0.699589011,1.287079574,0.267906779,0.925132014,1.187774882,-0.242765598,0.95198136,1.472302338,1.725790605,0.402105461,0.78280321,1.791632714,1.05207252,0.715378212,0.739337063,0.795951888,1.070641076,1.231558985,0.77375524,1.595448375,1.798472597,-0.82068201,0.479966706,1.728476252,0.620862335,1.214662835,1.19107929,-0.279336168,0.545744446,1.388009261,0.227458049,0.508866087,1.194423709,1.454454073,1.352437746,0.51956327,1.420986129,1.576064923,1.283551196,1.550159029,1.144734596,0.76925528,1.041097303,0.684039447,1.443363579,-0.786578511,1.715185465,1.603387445,0.913396893,0.618012276,1.536325645,1.140874352,0.980452971,-0.711491139,1.09478664,0.454673567,-0.987382567,0.942256127,1.187205078,0.152198513,-0.71126878,2.059794401,0.109031387,1.326705295,0.599552002,1.481681751,"HC"
"46","Control-2",-1.172018171,0.782559816,-0.658555029,-0.762728003,-0.792523428,-0.709700852,-0.848022883,-0.690825988,-0.987699866,-1.536297063,-0.840772845,-0.942840436,-1.655859947,-0.827007533,-0.734181777,0.664329933,-0.709236785,-0.672413449,-0.824885267,1.138746475,-1.414715991,0.664564285,-0.665172545,-0.909175771,-0.919413082,-0.998430807,0.05531575,-1.276372468,-0.686093711,-0.823357515,-1.023797352,0.657191424,-0.865169219,-0.723589795,-0.126382964,-1.256562172,-0.691830656,-0.810701518,-0.737113719,-0.61613259,-0.972237985,-0.044374276,-0.88907853,0.148606553,-0.392479794,-0.727879945,0.194807687,-0.876271795,0.947094312,-1.825277858,-0.870920376,-0.556520405,0.184793952,0.526636473,-0.743232189,-0.70444094,-0.076436483,-1.706246061,-0.774478702,0.709066662,-1.256624695,0.041603379,-0.667589382,0.566380773,-0.275306879,-0.850301263,-1.336820564,-0.88462693,0.639687397,-0.638048465,0.632834194,0.071100304,-2.096753397,-0.829327763,1.267655639,-1.309421785,-1.257028372,1.291905204,-0.871846113,-0.936999449,1.185934206,-0.057133202,-0.74829767,-0.72426006,-0.992123571,1.792859948,-0.679489848,-0.730809923,-1.30563201,-0.825596785,1.230621488,2.002064913,-0.81473546,-0.982584078,-0.945573863,-1.345624993,0.185471284,-0.163995276,-1.109859176,-1.048487841,-1.028212345,-1.74121709,1.707961605,-0.167614156,-1.531879098,2.379655985,0.065487917,-1.227447034,-1.194301804,-1.033144532,-1.045059082,-1.556206846,-0.031196739,0.224694258,-0.719101811,-0.932476103,-1.172973874,-0.173516292,-1.000320459,1.731003039,0.000891849,-0.804116714,-0.632500613,-0.291905969,-0.692114205,-0.842146559,0.272553692,-0.161781968,-1.306152892,-1.031796826,-0.962636169,-1.251416242,-1.552474552,2.065391932,-1.033377962,"HC"
"47","Control-3",-1.130890904,-1.059238729,0.337126257,-0.742505636,-0.763850501,-0.692409206,-0.820460617,-0.663201127,-0.94687576,-0.648856857,-0.817211225,2.020757919,-1.60328026,-0.792262358,-0.714037107,-1.428747466,-0.685580684,-0.65377493,-0.80291516,-0.977722044,-1.366328955,-1.273195609,-0.64177019,-0.882346326,-0.892396076,-0.424404994,-0.614517767,-1.230358078,-0.671207641,-0.800845395,-0.985198517,-0.760792172,-0.839227964,-0.697376471,-1.833225078,-1.211023047,-0.665034832,0.124012648,-0.713780355,-1.02754079,-0.947310909,-0.393677565,-0.859856544,-0.659220928,0.662766267,-0.709810794,-1.665083847,-0.845314456,-1.017182094,-1.513228244,-0.849998511,-1.022814177,-1.209430866,0.918361809,-0.709156937,-0.68356079,-2.64296113,-1.006035386,2.055576888,-0.807263659,-1.214036691,-0.276194337,-0.648611708,1.039542681,-0.707066496,-0.820925234,-1.289672973,-0.851553382,-0.884178388,-0.620102032,-1.28835679,-0.918213179,-2.294282697,-0.800841518,0.93444298,-1.555718835,-1.212011138,1.366297309,-0.73220508,-0.895698548,1.017394803,-0.975183353,-1.982629005,-0.693908356,-0.958697413,2.209972682,-1.102194002,-0.71168284,0.659723647,-1.14562303,-0.710080691,-1.364853875,-0.783234716,-0.952780514,-0.919653124,-1.299259237,0.638526705,-0.813916232,-1.06674998,2.01458854,-0.998981741,0.190619145,-1.166071348,-0.596928729,-1.993148147,0.754512713,0.273687733,1.443379875,-1.150076958,-1.00244396,-1.011891084,-0.77254135,0.574180817,1.4323126,-0.699372624,-0.069517124,-1.128075848,-0.427663915,-0.959399093,1.411256981,0.205014096,-0.779390757,-0.610436779,-1.585218127,-0.617176313,-0.806322495,0.033705535,-0.103978791,-1.259364162,-1.353120299,-1.236826328,-1.20574992,-0.008098829,1.856039866,-1.018591152,"HC"
"48","Control-4",-1.132576892,-0.508475512,-0.644512712,-0.743354332,-0.765034923,-0.693137796,-0.821605381,-0.664338542,-0.948532474,0.127784737,-0.158600157,-0.912217953,0.268905891,-0.793681282,-0.714882096,-1.430724844,2.485823949,-0.654556739,-0.803836621,1.463572424,1.237080408,-0.500902139,-0.642742241,-0.883465114,1.252860289,-0.968777299,-0.49570673,-1.23223562,-0.671837511,-0.801788682,-0.986778578,-0.761669221,-0.840309316,-0.698461324,-0.745236905,-1.212878491,-0.666140302,-0.792330722,-0.714752557,0.391465981,-0.94835825,0.035576047,-0.86106978,-0.660002173,0.598976456,0.717040938,-1.293470712,-0.84659189,-0.029397529,-1.182588934,-0.850879329,-0.218665978,0.216163215,1.75271121,-0.710542308,-0.684433643,0.157632267,-0.521277415,-0.75120795,-0.808297026,1.411495161,-1.751477448,-0.649406828,-1.387433351,-0.708598845,-0.822139901,-0.418705429,-0.852912746,-1.274629387,-0.620854567,-1.049885422,-0.91931101,0.178690855,-0.802020058,-0.676450073,0.256370654,-1.21384937,0.913087811,-0.699270192,-0.897373047,-0.996848279,-0.976665469,-0.666317913,-0.695153418,-0.13148766,1.777257075,-0.236262406,-0.712486695,-0.845440773,-1.147409489,-0.711087636,-1.366899232,-0.784529895,0.280845631,-0.920737056,-1.301136054,-1.052464179,-0.814884949,-1.068502221,-1.018849992,1.492939116,0.436231139,-1.167794134,-0.712215367,-0.894812103,1.880501131,-0.178476035,1.033526531,0.521769237,-0.448747647,0.805670337,-0.245239656,-1.168687578,-0.395694264,-0.700200448,-0.900926677,-1.129898323,0.35221467,-0.961054666,1.761872,-0.192605745,-0.780420818,-0.611353999,-0.084281439,-0.620259648,-0.398740023,0.437968903,-0.085554078,1.467282521,-1.856271229,-0.669857382,0.882624886,-0.082787828,5.36073737,-0.136504638,"HC"
"49","Control-5",-1.057222551,-0.997877343,-0.519287053,-0.703802495,-0.711424669,-0.658924177,-0.769277533,-0.613164003,-0.875732839,-1.397226934,2.238929313,-0.852436986,-1.511786754,-0.73071144,-0.675547601,0.900269634,-0.641486958,-0.611575407,-0.760943752,-0.925848859,-1.282226698,0.602406176,-0.59767473,0.985676819,-0.841660754,-0.910095786,-1.164624251,-1.148962186,-0.525827688,-0.757960639,-0.916337464,0.373244216,-0.790546846,-0.649204779,-0.77126968,0.227414591,-0.616237366,-0.75429266,-0.670060546,-1.579835656,1.125206309,-2.872062287,-0.805652443,-0.616776116,-1.109886366,-0.674886661,-0.221175553,-0.788865606,-0.949952187,-1.675425488,1.575019272,-0.431671808,-1.126478309,0.830554949,-0.649537327,-0.644065781,-0.151367015,0.632266188,-0.70468173,-0.760660275,-1.137323263,-0.98684605,-0.609267879,-1.299405247,-0.641705969,1.824319005,-1.206914072,-0.791906509,0.684545722,-0.572923787,-0.114815949,0.779129554,-0.772877669,-0.748519863,-0.596920316,-0.24619821,-1.132217672,1.559324248,-0.2700326,-0.823932553,0.608848227,0.204500381,-2.487880324,-0.639504513,-0.897609934,1.98605934,-0.518127081,-0.6692001,0.1811187,0.37295905,-0.664933168,-0.912560513,-0.726385416,-0.897246825,-0.870555659,-1.218941478,-0.399849467,-0.769884218,0.115699127,0.882173165,1.109955412,-1.589073849,-1.090787618,-0.625855482,-0.314725085,1.276556711,-0.387795218,-1.110543898,-1.072023983,0.44126939,-0.950775906,-1.462226571,1.264969766,0.22707313,-0.661641387,-0.839713798,-1.049766418,-1.556994637,-0.888666601,1.773994272,0.705303994,-0.733075121,-0.566123736,-0.460518088,-0.481365056,-0.292023394,0.241161069,0.308657425,0.701991111,-0.686886577,-0.206758238,1.104946419,-0.283702262,2.107165754,-0.22686759,"HC"
"50","Control-6",-0.949418352,-0.767712529,-0.690751569,0.324002626,-0.861080722,2.097537438,-0.477127843,-0.75768489,1.788222527,0.624845148,-0.894473438,-1.019213064,0.983033743,-0.110151147,-0.779665131,0.371716169,-0.764298518,-0.714491875,1.518640435,1.655742871,-1.310183601,-0.947605298,-0.719898843,1.119595011,1.426520991,-1.071058754,-0.584573002,0.4856625,-0.718695969,-0.874396969,-1.119602362,-0.82865788,-0.92511838,-0.785783106,1.371336804,1.338020222,-0.756154486,0.96329804,-0.791101605,0.347723794,0.606622942,0.625747923,1.390879256,-0.719856397,-0.798098702,0.58984883,0.84857545,1.840057353,-0.796917377,0.262211309,0.855477258,1.318328004,-0.180580627,-0.820502108,-0.830050462,-0.752163655,1.083373231,-1.845701207,0.325345001,-0.889052578,0.127343551,0.155156354,-0.710610323,-1.555085721,-0.843457851,2.333185786,-1.457045726,-0.60145135,-0.726132692,-0.678604602,0.897453808,-1.00447628,0.105057971,-0.897056274,2.180847341,1.04265589,0.47071525,-0.850647887,0.044291771,0.699769317,1.74489793,-1.099127439,0.492440818,-0.798769932,1.479916402,-1.435660024,0.495587519,1.582002131,-0.508187844,0.640931563,-0.790573711,0.710878878,-0.891439081,0.253346693,1.129013487,0.216769585,1.038046974,-0.889470071,0.042042738,2.118362721,1.201710717,0.353182472,0.002987341,0.881807961,-0.448869304,-0.782090754,0.113065332,0.483682833,0.906451356,1.077896037,-1.123669007,-0.112149368,1.430988243,2.521254877,-0.76359737,-1.011820406,-1.288446959,1.421825175,-1.107016112,-0.5567317,-0.231606164,-0.861380014,-0.683931888,0.692576298,-1.25774044,-0.932993142,0.147182069,0.7694831,-0.659811758,-1.820535224,0.640399866,1.452304338,0.902395889,-0.685929617,0.671954143,"HC"
"51","Control-8",-0.307735492,-1.182759283,-0.695855962,-0.815700287,-0.872786644,0.508551087,-0.923395459,-0.76922376,0.824016978,-0.696432407,-0.466650416,-1.032262765,0.129490903,-0.929482864,-0.787045963,0.654309095,-0.7734696,2.464405177,-0.081359324,-1.078066874,0.076807234,-1.462248891,1.958552457,-0.568685571,-0.992138638,-0.020564346,0.189074417,-0.048431718,-0.723853541,0.202677366,0.995939535,-0.836256838,0.561761622,-0.796323021,-0.124503563,0.483779297,-0.767167716,0.548473879,-0.80005073,0.127554992,0.357105473,-0.171216711,-0.96911124,-0.726668885,-0.659679848,1.493460329,0.194358493,-0.96339742,1.131572642,0.361260119,-0.43647571,-0.595697598,1.066677005,-0.839620723,-0.845784729,-0.759988625,0.062589727,-1.636599701,-0.839931211,-0.163104672,-0.807848706,0.75308501,1.945345362,0.447770953,-0.471022883,-0.932219949,0.869350826,-0.979382052,0.826245389,-0.685189177,0.670658092,-1.01432124,-0.575048712,1.698480278,-0.728325661,0.080914472,-1.390172819,-0.868078165,-0.502949629,-0.342900145,1.31026092,-1.114427144,-0.349837288,0.290890671,-1.085948732,-1.211088191,0.008874013,-0.780618763,-1.119168454,1.208084059,-0.799943447,0.266121045,-0.904757585,0.884601838,1.248844066,0.497046008,-0.005848461,-0.044717684,-1.240145048,0.884409965,-0.139185219,0.242306756,0.531991963,-0.010179347,-0.136919233,-0.790747883,-0.153759388,0.566491361,0.007569794,-0.028640218,1.216756318,-0.520689005,-1.32874157,1.492976673,-0.770811213,0.755254224,0.85905836,-0.693149467,-1.126830453,-0.719027514,0.775746501,-0.870882726,-0.692505454,0.442115658,-1.2729151,-0.949402208,-0.292431368,0.392502279,-1.446784533,-1.85488208,-1.431136184,-0.213246057,0.578637503,-0.696956396,0.277748756,"HC"
"52","Control-9",1.035901138,-0.760605134,-0.689602014,-0.806654325,-0.858479542,-0.746745785,-0.910163494,-0.755125954,1.348165163,-1.662365312,1.385314561,-1.016313889,0.807452847,-0.910561933,1.3563113,0.5772392,-0.762251014,-0.712960525,1.539480125,-1.065478903,-1.535120028,-0.208028802,1.628210453,0.460694803,-0.97949865,0.804753786,-0.236550629,0.421348097,-0.011236637,0.52575049,-0.768725169,0.687918921,-0.922899252,-0.783437597,0.060665518,1.522637001,-0.753708281,0.647004465,0.283044706,-0.424128079,1.798051416,-0.018917027,-0.140213048,-0.718328136,-0.609019593,-0.766674143,0.327244615,0.083158575,1.966370851,-1.959674258,2.059855636,-0.223496949,-0.170707462,-0.816351867,-0.826594728,-0.750411747,0.601103837,0.16264047,0.783091966,-0.88694752,0.899482261,0.616609149,-0.70904014,-0.215729986,-0.839475884,-0.917650719,0.833629987,1.123225157,-1.428974172,-0.677127786,0.942415958,0.518126016,-0.248944839,1.341393398,0.801107986,0.396834366,0.482961636,-0.543094366,0.122779727,1.283150707,-1.101551546,1.147690438,0.078939338,1.636412827,1.995799446,-1.430532036,0.614295187,-0.121227682,-1.40632619,0.713707667,-0.788481635,0.767288931,-0.888489055,0.882392196,2.232749913,0.718550194,0.429897039,-0.369529676,0.208024087,1.136819443,-0.07207646,0.417853275,0.236012944,0.521667213,0.122437749,-0.780155543,0.316754867,-1.325926998,0.684529266,0.211585184,0.354639905,0.018772634,0.774301849,0.395514109,-0.21666188,-1.008789519,1.57654409,0.211624199,-0.431538103,-0.893423779,1.035049958,1.257968334,-0.682017989,0.650067071,0.9773858,-0.599431613,-0.494439921,0.339213411,0.856707279,-1.083553898,0.045128044,-1.363793229,1.235206898,-0.683487422,0.526313943,"HC"
"53","Control-10",-0.23084458,-1.120933416,-0.670821763,1.619818143,-0.817657836,-0.724265389,2.16113384,-0.71520076,-1.024858784,-0.714291237,-0.860897767,1.068896233,-1.703844802,-0.858200037,-0.751300526,-0.641073081,2.12692995,-0.688251833,-0.843561082,-1.028569318,-1.458905295,1.505768565,-0.685449901,-0.932249266,-0.94265546,-0.235600214,-0.312543831,-1.317779326,-0.698529131,1.200605325,-1.058289305,-0.799390384,0.50124087,-0.74647644,-0.510737261,0.878732411,-0.71537452,-0.080139711,-0.757210448,-0.710772284,-0.101584595,0.513161098,-0.914430675,-0.693661479,-1.285210586,-0.743118329,-0.19233329,-0.903472482,-1.087512379,-1.637681748,0.582021902,-0.369321578,-1.300227801,-0.755230062,-0.774106003,-0.722305256,0.536505445,-0.216535219,0.799540556,-0.853301882,0.238078292,-0.883817968,-0.683752869,0.85935609,-0.779632616,-0.876002929,0.458883752,-0.913926746,-1.359844911,-0.653307743,0.353965831,0.537625446,-0.288927602,-0.854221764,0.624263216,-0.005494169,-0.368504157,-0.791248694,-0.310248859,-0.974656453,-1.056124291,-0.356948821,-0.192230953,1.813499907,-1.0214534,-1.353457725,-0.176175102,2.15417815,0.025312254,-0.645149829,-0.755190366,-1.461006673,-0.842615545,1.402659157,0.85804826,-1.388082616,1.294346064,-0.24273539,-0.441448237,1.614760812,0.559088114,0.69116911,-1.245531831,0.210090391,0.005924415,-0.74925145,0.046298568,-1.264543096,-0.681015823,-0.250839596,0.115223816,-0.407873006,-1.245520584,0.432409506,-0.735856999,1.355508114,0.550210744,-0.12297218,-1.037811681,-0.834040588,-1.670875679,-0.825421942,-0.651585398,0.199648277,-0.758443909,-0.87451782,-0.864972462,-0.79977174,-1.348488182,-1.348819367,0.940612878,-1.29288719,0.401749069,-0.645530554,0.185893427,"HC"
"54","Control-13",0.342962147,-1.188988913,-0.69826974,2.752975932,0.862871321,-0.252059377,1.173638074,0.698019357,1.359706613,0.064280432,1.954190349,-0.690121687,1.584008383,-0.937014333,-0.790553419,1.232616739,2.022445046,-0.724562938,1.900622854,2.384838222,0.107526186,0.802854754,-0.73342416,1.193201386,0.943576299,0.92967932,-0.124618759,-0.011520557,-0.72629138,1.882252428,0.965645422,0.554686368,1.713632367,-0.079118898,1.41271895,1.444997495,-0.772464374,1.103474887,0.584471337,0.502697419,1.529628877,1.199636228,0.587322947,-0.729905647,-0.136962572,0.481634688,0.73629749,1.810555493,1.432627051,-0.065204074,2.589464312,1.107748001,1.433542031,0.783662627,-0.853458794,-0.763715458,1.321528602,-0.22879731,0.984956206,-0.185105963,0.318818054,1.263767936,-0.720945717,0.9806599,-0.870579019,0.960927501,0.910229825,-0.209376964,-0.427340825,-0.688318455,1.667787438,-0.277558014,0.284156769,1.461980576,1.277042774,1.434874251,0.557098221,1.725148471,0.526569637,1.585847979,0.611828106,0.150015207,-0.274252303,-0.81808932,1.369900481,1.710433895,1.120436444,0.258127425,0.74576311,1.547897848,-0.804420821,0.566244531,-0.911185232,1.839259217,0.891223583,1.173038755,1.802684337,-0.902075572,1.143899842,2.64254937,1.727903114,1.121518609,0.621525837,1.308215328,-0.012831095,1.575841555,0.336280841,1.133186737,0.87671191,1.520853025,0.840379959,-0.037605836,1.022186541,2.417299992,-0.279364063,1.116801719,-0.412510342,1.320302275,-1.1365577,1.631108206,1.343667399,1.92854768,-0.696603366,1.246171278,1.369165928,-0.95740015,0.201579354,1.01233529,0.153775819,-0.814643043,-0.509266098,0.911690151,0.940408189,1.528555583,1.354993363,"HC"
