"","GBM_ge$X","ENSG00000124107","ENSG00000103037","ENSG00000155275","ENSG00000155659","ENSG00000134121","ENSG00000128596","ENSG00000254977","ENSG00000075131","ENSG00000211786","ENSG00000086548","ENSG00000096696","ENSG00000073712","ENSG00000232021","ENSG00000112077","ENSG00000117643","ENSG00000175445","ENSG00000166428","ENSG00000117519","ENSG00000156042","ENSG00000117560","ENSG00000049768","ENSG00000198178","ENSG00000012223","ENSG00000204219","ENSG00000196081","ENSG00000137103","ENSG00000114739","ENSG00000181007","ENSG00000152583","ENSG00000239219","ENSG00000196634","ENSG00000184206","ENSG00000239961","ENSG00000160185","ENSG00000101425","ENSG00000231027","ENSG00000198722","ENSG00000154016","ENSG00000132386","ENSG00000118520","ENSG00000197353","ENSG00000147174","ENSG00000115590","ENSG00000186854","ENSG00000103175","ENSG00000159713","ENSG00000078018","ENSG00000117318","class"
"71","Type-Unknown-3",0.378055688,-0.349143382,-0.418858315,-0.546628741,-0.268453252,1.524758835,0.842607813,-0.645810052,0.722491288,-0.283469236,-0.415803449,-0.393509369,1.676275973,-0.472462926,0.287013447,-0.379869842,-0.08263339,-0.403442858,-0.445480761,-0.672444474,1.762345662,2.140870826,0.681820525,1.014901808,1.707184188,-0.527208131,-0.389754745,-0.497494425,-0.424160244,-0.368255518,-0.350817576,1.522594272,1.738464586,1.024187977,0.331303878,0.628007653,-0.719326397,-0.454440587,1.858291404,-0.57795612,0.548215372,-0.822450384,0.498822568,-0.060110702,-0.471343897,0.045836187,-0.669103922,-0.281115439,"HC"
"72","HD-17-1",-0.426376141,-0.087619965,1.917896428,-0.42080024,-0.011074506,2.634193847,-0.032403111,-0.476546728,-0.197577796,-0.16397164,-0.17734667,-0.141422739,0.884340147,-0.316327066,0.613072652,2.492303766,0.116562095,1.605984674,-0.181864104,-0.44049358,-0.082412231,-0.341790794,-0.075080461,-0.223156433,3.157154642,1.450308726,0.960622474,-0.288925446,-0.195052266,-0.125217619,-0.050594764,0.944717277,2.258071075,0.776228074,-0.522727454,-0.762943656,-0.603767225,-0.177030587,0.144388359,0.184643701,0.804690899,-0.705156005,-0.772866304,1.170918103,-0.335223251,-0.553083723,0.057466649,1.654872119,"HC"
"73","HD-18-2",-0.487297817,-0.198469899,2.654795524,-0.474134206,1.127407137,2.517730199,2.076093926,-0.548291081,0.922293564,-0.214622174,-0.278419525,-0.248272774,0.749268379,-0.382507181,0.470352628,-0.234981117,-0.65529391,-0.27065122,-0.293601284,1.124078077,0.931520372,-0.433382016,-0.669049969,1.396043472,-0.181960161,0.621060097,-0.256699827,-0.377329987,-0.292162515,-0.228232238,-0.177847915,1.781473162,-0.420131253,0.833007133,-0.57459984,0.47985853,-0.656541317,1.050056717,0.773571031,-0.495758587,-0.314740121,0.687027257,-0.235598532,1.6646081,-0.39291967,-0.633945778,-0.042330456,1.075049427,"HC"
"74","HD-21-1",-0.381071657,-0.005186269,-0.107579855,0.16914804,0.070052766,0.005552527,1.141736921,1.152509658,-0.117776678,-0.126305306,1.053671901,-0.061963572,-0.180100934,-0.267112138,0.722526683,-0.049118161,-0.537105145,2.112067588,-0.098770606,-0.367381314,1.100930836,-0.273678863,-0.551807915,0.841618414,3.012885623,-0.238721455,2.376393513,-0.223183295,-0.122836104,-0.048610665,0.044037206,1.011875655,-0.247048486,0.316135621,-0.481972075,1.741973034,-0.556611073,-0.089589348,0.987695328,-0.390315762,1.738376964,-0.055292047,-0.738228934,0.816435665,-0.292317234,0.874660026,-0.416294863,0.006577399,"HC"
"75","HD-24-2",-0.323101428,1.367958355,2.282331906,-0.330388249,0.17386074,0.096933218,3.438369246,-0.354925363,-0.015665609,-0.078108617,-0.006007492,0.039709944,-0.085371022,-0.204138223,1.611038463,0.052311828,1.211984039,-0.007345013,0.00755329,-0.273829097,0.082291237,2.429658915,-0.880727783,0.255753882,0.091451248,-0.150252667,0.007128426,2.229153461,-0.030430514,0.049413247,0.165125377,2.130570677,-0.152592961,0.591597864,-0.429822739,-0.613719437,-0.496271505,0.022297785,-0.488448612,-0.332773018,-0.072127683,0.825241351,0.53043445,1.185564488,-0.237416009,-0.416005985,-0.004656842,0.550825904,"HC"
"76","HD-25-2",0.34740039,1.375434735,1.141871207,-0.326791089,0.181218633,1.201632729,1.239971354,1.285688555,-0.008427992,-0.074692443,0.000809463,0.046916547,1.059817149,-0.199674642,-0.463849246,0.05950117,0.706124,-0.000755925,2.781807629,-0.26719813,0.088844183,-0.180347464,0.07134413,0.83010913,0.098293213,0.9192449,2.165168538,0.877883356,2.694155531,1.234422539,0.173708088,2.136661652,-0.145897967,0.744743204,-0.426126402,-0.607782354,-0.491994646,0.030228328,1.552518616,-0.328694397,1.922693865,-0.611009259,-0.285442917,0.826068869,-0.233524619,-0.410552166,0.001776971,1.106796595,"HC"
"77","HD-26-2",-0.471041345,-0.168890462,0.891495913,-0.459902455,-0.091057013,-0.136270134,-0.103081606,-0.529146662,-0.276252863,-0.201106476,-0.251449025,-0.219760679,-0.327121578,-0.364847535,-0.613019281,-0.206537313,-0.641781035,-0.244582254,-0.263785092,-0.512574178,-0.153644712,-0.408941615,0.202644073,-0.280050643,1.005205294,-0.376024847,-0.230579175,1.606475488,-0.266249405,-0.200743593,-0.143891408,-0.154254665,-0.393643284,1.379710431,-0.562907745,-0.806859607,-0.644309232,1.081432996,-0.67355042,-0.479621993,-0.290719967,-0.74135316,0.170756807,0.738081905,-0.377523832,-0.612368372,-1.03229897,0.276472295,"HC"
"78","HD-27-2",-0.293485298,0.154181343,0.03664657,-0.304460768,0.226894692,2.340063179,0.177884181,-0.320047958,0.036501419,-0.053485645,0.04312751,0.091653434,-0.036974918,-0.171965785,2.070565941,0.104130903,-0.435072597,0.040147571,0.061872589,-0.226034659,0.129523315,-0.141999268,-0.454269592,0.727124727,0.140766508,2.312123582,2.721893488,-0.096085154,0.01677813,0.099492208,0.226987525,0.108950546,-0.104337035,0.913318834,-0.403180418,-0.570926351,-0.465444916,0.079459259,1.414664394,-0.303375284,-0.028367639,-0.58367295,-0.672354146,1.244643514,-0.209367789,-0.37669615,0.041804537,-0.647597101,"HC"
"79","HD-29-2",-0.478609089,2.847089172,-0.26819248,-0.466527647,1.142966145,-0.148199459,2.089843023,-0.538058808,-0.289582989,-0.207398329,2.373723378,-0.233033684,1.480157485,0.331673612,0.4903442,2.051154786,-0.648061563,-0.256717929,-0.277665182,0.50846384,0.945377237,1.164792544,0.191705349,0.936454556,3.166114924,-0.387574037,0.87669537,1.192094251,-0.278312526,-0.213540159,-0.159698906,-0.165472924,-0.405974014,0.46595229,-0.568502097,-0.813120912,-0.649998639,1.066826651,0.065462933,-0.487133931,1.945985375,-0.747515033,-0.813185967,-0.135035235,0.230959068,-0.622413127,-1.039435551,-0.837284856,"HC"
"80","HD-30-2",-0.284173211,0.171125135,2.884611743,-0.296308488,0.243569956,0.158297255,0.192619685,0.491296603,0.052904099,-0.045743537,0.058576842,0.107985828,2.663191161,-0.161849928,0.962848901,0.120424178,0.317920221,2.323698861,0.078952,-0.211006836,0.144374317,-0.127999236,-0.443864602,2.058499506,0.156272518,0.972382879,1.18911197,1.656008693,0.031621764,0.115238346,0.246438606,1.155515798,-0.089164108,0.474903857,-0.394803375,1.296268011,-0.455752229,0.097432324,-0.43974179,-0.294131867,2.927028178,-0.573693101,-0.665447319,0.610493977,-0.200548693,0.518564323,-0.857214636,-0.635487575,"HC"
"81","HD-31",-0.509716605,-0.239261966,1.646782768,0.544543038,-0.160313257,0.900987035,-0.164281577,0.147921891,-0.344377004,-0.233261247,1.833722943,-0.287592904,-0.390321327,-0.40686104,-0.629053604,-0.274207067,0.854406761,-0.306602107,-0.334719852,-0.57498822,3.175902615,2.334540217,-0.187193713,-0.841051695,-0.219290776,2.006055431,-0.292721993,-0.409862292,-0.327898466,-0.266140959,-0.224676261,-0.211586027,1.952247768,0.7138072,-0.590419855,-0.83874862,-0.673469959,-0.337884281,0.437638429,-0.518012053,-0.347865555,0.766856192,-0.48255374,0.664700201,-0.414151583,-0.663702498,-1.068763557,0.20651599,"HC"
"82","HD-32-2",0.29669661,1.30441747,1.077601146,-0.360960098,0.111326863,1.140107992,0.075759847,0.376734957,-0.077177271,-0.107142281,1.091911609,2.361420782,0.996037451,-0.242073681,2.577523068,-0.008789552,0.212967677,-0.0633449,-0.056496177,-0.330184911,2.248780634,-0.239026417,-0.526204145,0.761739843,0.033302189,0.859680688,2.651720881,0.821245987,1.024444199,-0.009636314,0.092181917,1.046042974,-0.209492927,0.796660023,-0.461237475,0.754866189,-0.532620034,2.601780579,1.465837736,0.655860609,-0.123726426,-0.650486434,-0.325886232,1.039898989,-0.270488482,-0.462357357,-0.925979809,0.042604695,"HC"
"83","HD-33-1",0.148335206,2.684901249,1.456011516,-0.661596488,2.454574653,0.458686821,2.318465377,1.218909266,0.357119586,-0.413607629,2.45244555,-0.616358175,1.784091802,-0.626169709,1.996802558,-0.585365052,1.877041162,-0.60751981,1.027501833,2.242419805,-0.561266943,1.216050527,0.617387964,0.941211582,1.193670821,1.610337341,0.951295944,-0.670972057,-0.601983735,-0.632934998,-0.628700313,-0.533140292,0.175661527,0.813865834,0.471774148,1.653966891,-0.359804298,2.978608097,0.315161003,0.126726748,1.522080619,-0.493565542,0.468832358,1.481782463,-0.602004034,1.175987036,0.133721325,1.448433247,"HC"
"84","HD-35-2",-0.625361671,-0.466028708,-0.524638608,-0.596287348,-0.383486159,-0.393691376,0.740956177,-0.031240816,-0.563901792,-0.336877515,-0.522379367,0.59926414,-0.59397764,-0.542246317,1.183519445,-0.492267628,0.622735042,0.501362797,-0.563301641,0.201119169,-0.414082328,-0.65199729,-0.168988162,0.580173577,1.490310607,-0.6252432,-0.492972427,0.307113074,-0.526557808,-0.476878923,-0.484999217,0.623218332,-0.659726396,0.311622143,-0.680264109,-0.241238324,-0.247862859,-0.578426266,-0.16239144,-0.629148647,0.417329836,-0.079029334,-0.039254683,-0.657581905,-0.532181685,-0.766216665,-1.185622227,-0.013118033,"HC"
"85","HD-36",-0.330321162,0.087156709,1.123216572,-0.336708776,0.160932276,0.085552474,0.119594882,2.114562396,-0.028382737,-0.084111134,-0.017985481,0.02704731,-0.097168885,-0.211981127,1.592069272,0.039679523,0.252256175,1.098296602,1.272122905,-0.285480288,0.070777138,-0.197379258,-0.88676387,0.932289939,0.079429316,1.714698738,2.615710433,-0.149538339,-0.041938901,0.037205143,0.150044801,0.054345865,-0.164356651,0.162833213,-0.436317527,-0.624151413,0.76936423,0.008363126,-0.497481914,-0.339939512,-0.082795381,-0.623150283,0.117562569,0.913549629,-0.244253523,-0.425588824,-0.015951879,1.082269306,"HC"
"86","HD-37-2",-0.515719594,-0.250184695,1.627613023,-0.49901609,-0.17106288,-0.206698168,3.271899448,1.106808609,2.655787275,-0.238252156,-0.325573021,-0.298121498,2.157218603,-0.413382175,-0.631459035,-0.284710443,-0.007928591,2.045872045,0.877178136,2.464335403,-0.224897997,-0.476112049,0.390244325,1.214894341,3.097631747,1.211899217,2.300235798,-0.418573337,-0.337467339,-0.276291625,-0.2372153,-0.220484727,-0.466441124,1.566405672,-0.594676262,1.0047043,-0.67801327,0.995200439,-0.711106193,-0.523970775,0.66325454,-0.777826952,0.012720202,0.874501364,-0.419836768,0.928043013,-0.59727516,1.799179132,"HC"
"87","HD-38-2",0.018939883,-0.360558427,2.343227687,0.833054137,2.012199852,1.506687076,2.489222828,0.050940854,2.370496224,-0.2886851,2.304504749,-0.404512514,-0.499256128,0.19752795,1.349463266,-0.390846632,1.719010677,1.234421887,-0.456987172,1.30760471,-0.321639066,0.935042831,-0.174880964,1.506731415,-0.330294504,0.439032536,2.512530538,2.115136932,-0.434160411,-0.378863701,-0.363921782,1.503427442,-0.565279245,1.643136265,-0.156192562,1.508008226,0.145766136,1.670061514,0.989500292,-0.584183417,2.272536255,0.837637341,0.490087992,1.673807137,-0.477285328,0.035995948,-1.131460518,1.526518309,"HC"
"88","HD-44-2",0.65445033,-0.315314216,0.747870663,0.487255116,2.739883875,-0.263122147,1.939023099,1.517659638,2.082342448,-0.268011714,-0.38495805,-0.360900891,1.730700118,-0.452266088,2.317618348,-0.347339468,1.458481073,1.963757562,0.786788623,2.509756685,-0.281983133,2.306952133,0.539545478,1.232966469,2.346695839,0.488976445,-0.359881294,1.685817135,-0.394524153,-0.336817532,-0.311982479,0.75921575,2.209866563,1.945698306,-0.620222001,1.574419381,-0.145292754,0.897545465,1.620030222,-0.559501154,0.587122758,0.042083041,-0.309173098,1.155487584,-0.453736113,1.738779275,-1.108111072,1.516236236,"HC"
"89","HD-47-1",0.215215515,-0.078125098,0.973637848,-0.416231911,-0.001730115,-0.057636929,-0.024145711,0.280293789,-0.188386154,-0.159633161,-0.16868926,-0.132270483,-0.245606364,0.869022383,-0.590990644,-0.119256673,1.331432451,-0.164588872,-0.172293239,-0.432072372,-0.074090109,-0.333945534,0.038420928,-0.768176959,-0.071827337,0.763329574,-0.150427194,1.32729142,-0.186734273,-0.116393887,-0.039694876,3.004051048,-0.312364179,-0.832397182,-0.518033173,0.115446105,-0.598335691,1.177712022,1.481626506,1.152573933,-0.217013428,-0.107366506,0.955875653,0.36606118,-0.330281255,1.139126559,-0.985282408,-0.055651101,"HC"
"90","HD-48-1",-0.307802245,0.128130967,0.013071186,-0.316994559,0.201257167,2.942532886,1.257678893,1.309990631,1.238464203,-0.065388814,1.175230417,0.066543057,-0.060370428,-0.187518496,2.284182924,0.07908067,0.284268731,0.017188838,0.035613705,0.875180763,0.106690515,2.274883841,0.783966893,0.849788561,0.116926663,-0.126904473,2.571728821,1.598817221,-0.006043341,0.075283176,0.197082298,3.371626063,-0.12766478,1.621035836,0.861952877,1.94056564,-0.48034702,0.051826418,1.868583969,0.330296914,-0.049521998,-0.599016553,0.384759506,0.847258375,-0.222926781,1.39995292,-0.316336654,0.579748084,"HC"
"91","HD-49-1",-0.558201678,2.248432263,0.730756551,0.632667541,1.000438759,0.824558159,0.861445281,-0.631790942,-0.42978054,-0.273571936,-0.396053443,-0.372630481,0.591064038,-0.459531089,0.964648541,-0.359040963,-0.709612291,-0.384353029,0.770248931,0.348234318,-0.292648818,0.406443974,-0.532049709,0.714922849,-0.300025633,-0.509040864,-0.370627068,-0.480219853,-0.405184545,-0.348126084,-0.325951844,-0.283459241,-0.535660576,1.40225213,-0.625024603,-0.117559816,-0.710264742,0.877699117,0.63402685,-0.566139586,2.725071047,-0.81266969,0.141559072,0.852874243,-0.460069805,-0.713291455,-0.156938664,-0.905068695,"HC"
"92","HD-50-1",-0.35190867,2.583207175,-0.059557841,-0.35560759,1.369850079,2.247968182,0.085434675,1.6885438,-0.066407832,-0.102059078,1.102055112,1.211107839,2.550355391,-0.235431955,2.598638494,0.001908055,0.939298173,-0.05354046,-0.04528242,-0.320318156,3.962848297,0.81356682,-0.519404131,1.866963748,1.203578915,-0.194215609,1.080275669,1.903226697,-0.076349777,0.000702062,0.104952831,3.247475635,-0.199530902,1.286292375,-0.455737395,0.237410999,-0.526256147,-0.033302474,-0.524492114,-0.361367829,-0.114692537,-0.645648368,-0.71612334,1.839857803,-0.264698166,-0.454242176,-0.376612696,1.035692628,"HC"
"93","HD-51-1",-0.415330654,-0.067522168,1.954471682,-0.411130453,1.256279585,2.447728613,3.210118461,-0.463539021,1.049059388,-0.154788377,-0.15902152,-0.122050149,0.902389722,-0.30432819,-0.588320927,-0.109060818,1.660045208,-0.155244292,2.72928873,1.310367339,-0.064796786,0.680330594,0.214716268,1.535852048,-0.06212413,2.288440059,-0.141064087,2.201056059,-0.177445561,-0.106540414,-0.027522959,1.993852084,0.832306729,1.593532344,0.022003294,0.631545272,-0.592270291,-0.155711923,2.422438772,-0.424322125,2.786664645,-0.099809982,-0.764390592,1.707870921,-0.324762523,1.152336287,-0.462712998,1.236216058,"HC"
"94","HD-53-1",-0.3930159,-0.026919395,-0.127248161,-0.391594971,0.048664071,-0.013275639,0.020386341,-0.437260073,1.088365483,-0.136235798,2.422162024,-0.082912482,-0.199619176,0.451097279,1.424030465,-0.070016894,0.163507417,-0.119460233,3.053461008,-0.386656903,1.081882048,-0.291636145,-0.02981864,0.381714289,-0.024966745,1.541269082,-0.10520908,1.801233713,-0.141875441,-0.068807607,0.019088082,-0.038591447,-0.266510194,0.733896308,0.046761627,1.306551638,-0.569043496,-0.112642681,-0.575925308,-0.402171925,-0.175431541,0.279469866,-0.126661374,0.887623784,-0.303629136,-0.508804284,-0.958807913,0.419913222,"HC"
"95","HD-54-1",-0.40989614,-0.057633807,-0.155044461,-0.4063728,0.018436426,2.462612542,-0.006325055,1.091615515,2.56761281,-0.1502701,-0.150005323,-0.112518599,1.673719283,-0.298424598,-0.585813377,-0.099552098,-0.570683837,2.445514143,-0.151637936,0.651421589,-0.056129773,1.744603391,-0.953642408,1.062843588,-0.053074856,0.780516206,-0.132331993,2.211533297,-0.168782848,-0.097351002,-0.016171351,-0.063614347,-0.294014518,0.585022877,-0.507902239,0.135108387,0.033519025,1.199448083,-0.597045794,-0.418927686,-0.200373357,-0.691886039,-0.760227508,1.356705098,-0.319615718,1.43020927,-0.455364874,1.094813215,"HC"
